layerset,loss,optimizer,epoch,seed,layer(LAST),correct
[[250; 'linear']; [150; 'linear']; [150; 'relu']],mse,rmsprop,10,2379847972,4,0.6212121212121212
[[250; 'linear']; [150; 'linear']; [150; 'relu']],mse,rmsprop,15,216157954,4,0.5909090909090909
[[250; 'linear']; [150; 'linear']; [150; 'relu']],mse,rmsprop,15,610827894,4,0.5454545454545454
[[250; 'linear']; [150; 'linear']; [150; 'relu']],mse,rmsprop,20,1947017065,4,0.6818181818181818
[[250; 'linear']; [150; 'linear']; [150; 'relu']],mse,rmsprop,20,1308189899,4,0.6666666666666666
[[250; 'linear']; [150; 'linear']; [150; 'relu']],mse,rmsprop,25,3691481296,4,0.6060606060606061
[[250; 'linear']; [150; 'linear']; [150; 'relu']],mse,rmsprop,25,22729187,4,0.6666666666666666
[[250; 'linear']; [150; 'linear']; [150; 'linear']],mse,adam,10,3917293582,4,0.6666666666666666
[[250; 'linear']; [150; 'linear']; [150; 'linear']],mse,adam,10,2705361832,4,0.6212121212121212
[[250; 'linear']; [150; 'linear']; [150; 'linear']],mse,adam,15,1922270585,4,0.7272727272727273
[[250; 'linear']; [150; 'linear']; [150; 'linear']],mse,adam,15,3605503915,4,0.6212121212121212
[[250; 'linear']; [150; 'linear']; [150; 'linear']],mse,adam,20,1595793087,4,0.6666666666666666
[[250; 'linear']; [150; 'linear']; [150; 'linear']],mse,adam,20,990665152,4,0.6818181818181818
[[250; 'linear']; [150; 'linear']; [150; 'linear']],mse,adam,25,434504212,4,0.7727272727272727
[[250; 'linear']; [150; 'linear']; [150; 'linear']],mse,adam,25,2277741798,4,0.6818181818181818
[[250; 'linear']; [150; 'linear']; [150; 'linear']],mse,rmsprop,10,1008005895,4,0.6212121212121212
[[250; 'linear']; [150; 'linear']; [150; 'linear']],mse,rmsprop,10,1695811946,4,0.696969696969697
[[250; 'linear']; [150; 'linear']; [150; 'linear']],mse,rmsprop,15,3926446789,4,0.7424242424242424
[[250; 'linear']; [150; 'linear']; [150; 'linear']],mse,rmsprop,15,2291145295,4,0.6363636363636364
[[250; 'linear']; [150; 'linear']; [150; 'linear']],mse,rmsprop,20,496015679,4,0.696969696969697
[[250; 'linear']; [150; 'linear']; [150; 'linear']],mse,rmsprop,20,4164949693,4,0.6515151515151515
[[250; 'linear']; [150; 'linear']; [150; 'linear']],mse,rmsprop,25,3955453876,4,0.6666666666666666
[[250; 'linear']; [150; 'linear']; [150; 'linear']],mse,rmsprop,25,3291875085,4,0.696969696969697
[[250; 'linear']; [150; 'linear']; [200; 'relu']],mse,adam,10,1731557352,4,0.6515151515151515
[[250; 'linear']; [150; 'linear']; [200; 'relu']],mse,adam,10,1554525116,4,0.6212121212121212
[[250; 'linear']; [150; 'linear']; [200; 'relu']],mse,adam,15,3026102291,4,0.696969696969697
[[250; 'linear']; [150; 'linear']; [200; 'relu']],mse,adam,15,531794009,4,0.6363636363636364
[[250; 'linear']; [150; 'linear']; [200; 'relu']],mse,adam,20,932217311,4,0.696969696969697
[[250; 'linear']; [150; 'linear']; [200; 'relu']],mse,adam,20,3654725441,4,0.6818181818181818
[[250; 'linear']; [150; 'linear']; [200; 'relu']],mse,adam,25,3859027798,4,0.6818181818181818
[[250; 'linear']; [150; 'linear']; [200; 'relu']],mse,adam,25,2647530453,4,0.696969696969697
[[250; 'linear']; [150; 'linear']; [200; 'relu']],mse,rmsprop,10,2276989459,4,0.7121212121212122
[[250; 'linear']; [150; 'linear']; [200; 'relu']],mse,rmsprop,10,704653309,4,0.6666666666666666
[[250; 'linear']; [150; 'linear']; [200; 'relu']],mse,rmsprop,15,804148862,4,0.7272727272727273
[[250; 'linear']; [150; 'linear']; [200; 'relu']],mse,rmsprop,15,2002290045,4,0.7424242424242424
[[250; 'linear']; [150; 'linear']; [200; 'relu']],mse,rmsprop,20,3993147646,4,0.6666666666666666
[[250; 'linear']; [150; 'linear']; [200; 'relu']],mse,rmsprop,20,1814792845,4,0.6212121212121212
[[250; 'linear']; [150; 'linear']; [200; 'relu']],mse,rmsprop,25,314398525,4,0.6060606060606061
[[250; 'linear']; [150; 'linear']; [200; 'relu']],mse,rmsprop,25,2272054240,4,0.696969696969697
[[250; 'linear']; [150; 'linear']; [200; 'linear']],mse,adam,10,3655534031,4,0.696969696969697
[[250; 'linear']; [150; 'linear']; [200; 'linear']],mse,adam,10,670192275,4,0.6060606060606061
[[250; 'linear']; [150; 'linear']; [200; 'linear']],mse,adam,15,3417953173,4,0.6363636363636364
[[250; 'linear']; [150; 'linear']; [200; 'linear']],mse,adam,15,3189191346,4,0.7121212121212122
[[250; 'linear']; [150; 'linear']; [200; 'linear']],mse,adam,20,3167339627,4,0.6666666666666666
[[250; 'linear']; [150; 'linear']; [200; 'linear']],mse,adam,20,3193319687,4,0.6818181818181818
[[250; 'linear']; [150; 'linear']; [200; 'linear']],mse,adam,25,269040081,4,0.7121212121212122
[[250; 'linear']; [150; 'linear']; [200; 'linear']],mse,adam,25,483388387,4,0.7575757575757576
[[250; 'linear']; [150; 'linear']; [200; 'linear']],mse,rmsprop,10,2246687615,4,0.6515151515151515
[[250; 'linear']; [150; 'linear']; [200; 'linear']],mse,rmsprop,10,2299473620,4,0.7424242424242424
[[250; 'linear']; [150; 'linear']; [200; 'linear']],mse,rmsprop,15,2424393351,4,0.7272727272727273
[[250; 'linear']; [150; 'linear']; [200; 'linear']],mse,rmsprop,15,3764770474,4,0.5757575757575758
[[250; 'linear']; [150; 'linear']; [200; 'linear']],mse,rmsprop,20,4167489600,4,0.7121212121212122
[[250; 'linear']; [150; 'linear']; [200; 'linear']],mse,rmsprop,20,499046802,4,0.6060606060606061
[[250; 'linear']; [150; 'linear']; [200; 'linear']],mse,rmsprop,25,2230171972,4,0.7121212121212122
[[250; 'linear']; [150; 'linear']; [200; 'linear']],mse,rmsprop,25,3355035610,4,0.6666666666666666
[[250; 'linear']; [150; 'linear']; [250; 'relu']],mse,adam,10,3734690963,4,0.6212121212121212
[[250; 'linear']; [150; 'linear']; [250; 'relu']],mse,adam,10,2781490324,4,0.5757575757575758
[[250; 'linear']; [150; 'linear']; [250; 'relu']],mse,adam,15,3196695874,4,0.7575757575757576
[[250; 'linear']; [150; 'linear']; [250; 'relu']],mse,adam,15,2175686462,4,0.696969696969697
[[250; 'linear']; [150; 'linear']; [250; 'relu']],mse,adam,20,3910753178,4,0.7121212121212122
[[250; 'linear']; [150; 'linear']; [250; 'relu']],mse,adam,20,4002944479,4,0.7272727272727273
[[250; 'linear']; [150; 'linear']; [250; 'relu']],mse,adam,25,4283325708,4,0.5909090909090909
[[250; 'linear']; [150; 'linear']; [250; 'relu']],mse,adam,25,1268664371,4,0.7727272727272727
[[250; 'linear']; [150; 'linear']; [250; 'relu']],mse,rmsprop,10,4092931887,4,0.6363636363636364
[[250; 'linear']; [150; 'linear']; [250; 'relu']],mse,rmsprop,10,1636172402,4,0.5909090909090909
[[250; 'linear']; [150; 'linear']; [250; 'relu']],mse,rmsprop,15,111763551,4,0.6515151515151515
[[250; 'linear']; [150; 'linear']; [250; 'relu']],mse,rmsprop,15,3335341390,4,0.6060606060606061
[[250; 'linear']; [150; 'linear']; [250; 'relu']],mse,rmsprop,20,343432119,4,0.6818181818181818
[[250; 'linear']; [150; 'linear']; [250; 'relu']],mse,rmsprop,20,2012954215,4,0.6212121212121212
[[250; 'linear']; [150; 'linear']; [250; 'relu']],mse,rmsprop,25,811714543,4,0.696969696969697
[[250; 'linear']; [150; 'linear']; [250; 'relu']],mse,rmsprop,25,2848042684,4,0.6212121212121212
[[250; 'linear']; [150; 'linear']; [250; 'linear']],mse,adam,10,1573865348,4,0.5909090909090909
[[250; 'linear']; [150; 'linear']; [250; 'linear']],mse,adam,10,1415825704,4,0.6060606060606061
[[250; 'linear']; [150; 'linear']; [250; 'linear']],mse,adam,15,1713368819,4,0.696969696969697
[[250; 'linear']; [150; 'linear']; [250; 'linear']],mse,adam,15,916816550,4,0.696969696969697
[[250; 'linear']; [150; 'linear']; [250; 'linear']],mse,adam,20,1491025192,4,0.696969696969697
[[250; 'linear']; [150; 'linear']; [250; 'linear']],mse,adam,20,384404490,4,0.7575757575757576
[[250; 'linear']; [150; 'linear']; [250; 'linear']],mse,adam,25,3756115800,4,0.6666666666666666
[[250; 'linear']; [150; 'linear']; [250; 'linear']],mse,adam,25,750884024,4,0.7878787878787878
[[250; 'linear']; [150; 'linear']; [250; 'linear']],mse,rmsprop,10,2365686154,4,0.696969696969697
[[250; 'linear']; [150; 'linear']; [250; 'linear']],mse,rmsprop,10,159561045,4,0.7272727272727273
[[250; 'linear']; [150; 'linear']; [250; 'linear']],mse,rmsprop,15,3681969062,4,0.696969696969697
[[250; 'linear']; [150; 'linear']; [250; 'linear']],mse,rmsprop,15,1072267004,4,0.696969696969697
[[250; 'linear']; [150; 'linear']; [250; 'linear']],mse,rmsprop,20,1797300082,4,0.6363636363636364
[[250; 'linear']; [150; 'linear']; [250; 'linear']],mse,rmsprop,20,1819860764,4,0.6212121212121212
[[250; 'linear']; [150; 'linear']; [250; 'linear']],mse,rmsprop,25,2937361750,4,0.6363636363636364
[[250; 'linear']; [150; 'linear']; [250; 'linear']],mse,rmsprop,25,3504556317,4,0.8181818181818182
[[250; 'linear']; [200; 'relu']; [150; 'relu']],mse,adam,10,2234689653,4,0.6363636363636364
[[250; 'linear']; [200; 'relu']; [150; 'relu']],mse,adam,10,535279259,4,0.6666666666666666
[[250; 'linear']; [200; 'relu']; [150; 'relu']],mse,adam,15,1557296528,4,0.7878787878787878
[[250; 'linear']; [200; 'relu']; [150; 'relu']],mse,adam,15,3449342039,4,0.6666666666666666
[[250; 'linear']; [200; 'relu']; [150; 'relu']],mse,adam,20,2207850686,4,0.6666666666666666
[[250; 'linear']; [200; 'relu']; [150; 'relu']],mse,adam,20,1320568291,4,0.696969696969697
[[250; 'linear']; [200; 'relu']; [150; 'relu']],mse,adam,25,905002353,4,0.7272727272727273
[[250; 'linear']; [200; 'relu']; [150; 'relu']],mse,adam,25,3985185906,4,0.7575757575757576
[[250; 'linear']; [200; 'relu']; [150; 'relu']],mse,rmsprop,10,411812838,4,0.5909090909090909
[[250; 'linear']; [200; 'relu']; [150; 'relu']],mse,rmsprop,10,1404682390,4,0.6666666666666666
[[250; 'linear']; [200; 'relu']; [150; 'relu']],mse,rmsprop,15,1476424975,4,0.7424242424242424
[[250; 'linear']; [200; 'relu']; [150; 'relu']],mse,rmsprop,15,206484701,4,0.6666666666666666
[[250; 'linear']; [200; 'relu']; [150; 'relu']],mse,rmsprop,20,2257738654,4,0.7727272727272727
[[250; 'linear']; [200; 'relu']; [150; 'relu']],mse,rmsprop,20,3704075926,4,0.6363636363636364
[[250; 'linear']; [200; 'relu']; [150; 'relu']],mse,rmsprop,25,3140942264,4,0.7424242424242424
[[250; 'linear']; [200; 'relu']; [150; 'relu']],mse,rmsprop,25,4091114677,4,0.696969696969697
[[250; 'linear']; [200; 'relu']; [150; 'linear']],mse,adam,10,1517276352,4,0.696969696969697
[[250; 'linear']; [200; 'relu']; [150; 'linear']],mse,adam,10,3512866994,4,0.6212121212121212
[[250; 'linear']; [200; 'relu']; [150; 'linear']],mse,adam,15,3712548266,4,0.7424242424242424
[[250; 'linear']; [200; 'relu']; [150; 'linear']],mse,adam,15,3416136314,4,0.6515151515151515
[[250; 'linear']; [200; 'relu']; [150; 'linear']],mse,adam,20,257481634,4,0.7121212121212122
[[250; 'linear']; [200; 'relu']; [150; 'linear']],mse,adam,20,2150741140,4,0.7272727272727273
[[250; 'linear']; [200; 'relu']; [150; 'linear']],mse,adam,25,67150698,4,0.7575757575757576
[[250; 'linear']; [200; 'relu']; [150; 'linear']],mse,adam,25,431693435,4,0.6666666666666666
[[250; 'linear']; [200; 'relu']; [150; 'linear']],mse,rmsprop,10,2430891158,4,0.7121212121212122
[[250; 'linear']; [200; 'relu']; [150; 'linear']],mse,rmsprop,10,1253784575,4,0.7121212121212122
[[250; 'linear']; [200; 'relu']; [150; 'linear']],mse,rmsprop,15,543151827,4,0.7272727272727273
[[250; 'linear']; [200; 'relu']; [150; 'linear']],mse,rmsprop,15,1349464053,4,0.6363636363636364
[[250; 'linear']; [200; 'relu']; [150; 'linear']],mse,rmsprop,20,1036256,4,0.7272727272727273
[[250; 'linear']; [200; 'relu']; [150; 'linear']],mse,rmsprop,20,4037185628,4,0.696969696969697
[[250; 'linear']; [200; 'relu']; [150; 'linear']],mse,rmsprop,25,205078417,4,0.6818181818181818
[[250; 'linear']; [200; 'relu']; [150; 'linear']],mse,rmsprop,25,1800697273,4,0.696969696969697
[[250; 'linear']; [200; 'relu']; [200; 'relu']],mse,adam,10,1271585478,4,0.696969696969697
[[250; 'linear']; [200; 'relu']; [200; 'relu']],mse,adam,10,2248130037,4,0.6515151515151515
[[250; 'linear']; [200; 'relu']; [200; 'relu']],mse,adam,15,1652797636,4,0.6818181818181818
[[250; 'linear']; [200; 'relu']; [200; 'relu']],mse,adam,15,361645657,4,0.6363636363636364
[[250; 'linear']; [200; 'relu']; [200; 'relu']],mse,adam,20,2411143993,4,0.6666666666666666
[[250; 'linear']; [200; 'relu']; [200; 'relu']],mse,adam,20,214112913,4,0.7424242424242424
[[250; 'linear']; [200; 'relu']; [200; 'relu']],mse,adam,25,1905336818,4,0.6818181818181818
[[250; 'linear']; [200; 'relu']; [200; 'relu']],mse,adam,25,3383340261,4,0.7121212121212122
[[250; 'linear']; [200; 'relu']; [200; 'relu']],mse,rmsprop,10,946564034,4,0.7121212121212122
[[250; 'linear']; [200; 'relu']; [200; 'relu']],mse,rmsprop,10,3887942517,4,0.6363636363636364
[[250; 'linear']; [200; 'relu']; [200; 'relu']],mse,rmsprop,15,4281382721,4,0.6060606060606061
[[250; 'linear']; [200; 'relu']; [200; 'relu']],mse,rmsprop,15,2305718727,4,0.6363636363636364
[[250; 'linear']; [200; 'relu']; [200; 'relu']],mse,rmsprop,20,2519212216,4,0.6818181818181818
[[250; 'linear']; [200; 'relu']; [200; 'relu']],mse,rmsprop,20,1319923089,4,0.6818181818181818
[[250; 'linear']; [200; 'relu']; [200; 'relu']],mse,rmsprop,25,2738006984,4,0.7272727272727273
[[250; 'linear']; [200; 'relu']; [200; 'relu']],mse,rmsprop,25,648957782,4,0.7272727272727273
[[250; 'linear']; [200; 'relu']; [200; 'linear']],mse,adam,10,1595693194,4,0.7121212121212122
[[250; 'linear']; [200; 'relu']; [200; 'linear']],mse,adam,10,2580901086,4,0.6818181818181818
[[250; 'linear']; [200; 'relu']; [200; 'linear']],mse,adam,15,2147667427,4,0.5909090909090909
[[250; 'linear']; [200; 'relu']; [200; 'linear']],mse,adam,15,4066659436,4,0.7121212121212122
[[250; 'linear']; [200; 'relu']; [200; 'linear']],mse,adam,20,1695246083,4,0.696969696969697
[[250; 'linear']; [200; 'relu']; [200; 'linear']],mse,adam,20,1443721531,4,0.7727272727272727
[[250; 'linear']; [200; 'relu']; [200; 'linear']],mse,adam,25,1814240484,4,0.7575757575757576
[[250; 'linear']; [200; 'relu']; [200; 'linear']],mse,adam,25,3407134481,4,0.7575757575757576
[[250; 'linear']; [200; 'relu']; [200; 'linear']],mse,rmsprop,10,489993298,4,0.6515151515151515
[[250; 'linear']; [200; 'relu']; [200; 'linear']],mse,rmsprop,10,1038679604,4,0.696969696969697
[[250; 'linear']; [200; 'relu']; [200; 'linear']],mse,rmsprop,15,1303380668,4,0.7424242424242424
[[250; 'linear']; [200; 'relu']; [200; 'linear']],mse,rmsprop,15,4125192204,4,0.6666666666666666
[[250; 'linear']; [200; 'relu']; [200; 'linear']],mse,rmsprop,20,2814223136,4,0.6818181818181818
[[250; 'linear']; [200; 'relu']; [200; 'linear']],mse,rmsprop,20,2618096116,4,0.6515151515151515
[[250; 'linear']; [200; 'relu']; [200; 'linear']],mse,rmsprop,25,1234991700,4,0.6818181818181818
[[250; 'linear']; [200; 'relu']; [200; 'linear']],mse,rmsprop,25,2793222696,4,0.7121212121212122
[[250; 'linear']; [200; 'relu']; [250; 'relu']],mse,adam,10,1480681008,4,0.7878787878787878
[[250; 'linear']; [200; 'relu']; [250; 'relu']],mse,adam,10,403174506,4,0.6212121212121212
[[250; 'linear']; [200; 'relu']; [250; 'relu']],mse,adam,15,2510147075,4,0.6515151515151515
[[250; 'linear']; [200; 'relu']; [250; 'relu']],mse,adam,15,39930217,4,0.7424242424242424
[[250; 'linear']; [200; 'relu']; [250; 'relu']],mse,adam,20,2295962554,4,0.6666666666666666
[[250; 'linear']; [200; 'relu']; [250; 'relu']],mse,adam,20,425684704,4,0.6363636363636364
[[250; 'linear']; [200; 'relu']; [250; 'relu']],mse,adam,25,3336676778,4,0.7272727272727273
[[250; 'linear']; [200; 'relu']; [250; 'relu']],mse,adam,25,2881646365,4,0.7121212121212122
[[250; 'linear']; [200; 'relu']; [250; 'relu']],mse,rmsprop,10,2149739464,4,0.5909090909090909
[[250; 'linear']; [200; 'relu']; [250; 'relu']],mse,rmsprop,10,1603964510,4,0.696969696969697
[[250; 'linear']; [200; 'relu']; [250; 'relu']],mse,rmsprop,15,2693525877,4,0.7121212121212122
[[250; 'linear']; [200; 'relu']; [250; 'relu']],mse,rmsprop,15,4059152580,4,0.6515151515151515
[[250; 'linear']; [200; 'relu']; [250; 'relu']],mse,rmsprop,20,3126353233,4,0.7727272727272727
[[250; 'linear']; [200; 'relu']; [250; 'relu']],mse,rmsprop,20,3302585200,4,0.6363636363636364
[[250; 'linear']; [200; 'relu']; [250; 'relu']],mse,rmsprop,25,4180828319,4,0.7878787878787878
[[250; 'linear']; [200; 'relu']; [250; 'relu']],mse,rmsprop,25,3768914955,4,0.7121212121212122
[[250; 'linear']; [200; 'relu']; [250; 'linear']],mse,adam,10,2563023475,4,0.7424242424242424
[[250; 'linear']; [200; 'relu']; [250; 'linear']],mse,adam,10,195651584,4,0.7121212121212122
[[250; 'linear']; [200; 'relu']; [250; 'linear']],mse,adam,15,86701838,4,0.6666666666666666
[[250; 'linear']; [200; 'relu']; [250; 'linear']],mse,adam,15,3731106154,4,0.7121212121212122
[[250; 'linear']; [200; 'relu']; [250; 'linear']],mse,adam,20,184857288,4,0.6818181818181818
[[250; 'linear']; [200; 'relu']; [250; 'linear']],mse,adam,20,2608729626,4,0.7575757575757576
[[250; 'linear']; [200; 'relu']; [250; 'linear']],mse,adam,25,2837249216,4,0.696969696969697
[[250; 'linear']; [200; 'relu']; [250; 'linear']],mse,adam,25,3999186703,4,0.6212121212121212
[[250; 'linear']; [200; 'relu']; [250; 'linear']],mse,rmsprop,10,1677223736,4,0.5454545454545454
[[250; 'linear']; [200; 'relu']; [250; 'linear']],mse,rmsprop,10,1493874309,4,0.6515151515151515
[[250; 'linear']; [200; 'relu']; [250; 'linear']],mse,rmsprop,15,3101905514,4,0.7121212121212122
[[250; 'linear']; [200; 'relu']; [250; 'linear']],mse,rmsprop,15,4068521602,4,0.6212121212121212
[[250; 'linear']; [200; 'relu']; [250; 'linear']],mse,rmsprop,20,4008974316,4,0.6515151515151515
[[250; 'linear']; [200; 'relu']; [250; 'linear']],mse,rmsprop,20,2330798909,4,0.7272727272727273
[[250; 'linear']; [200; 'relu']; [250; 'linear']],mse,rmsprop,25,3165417667,4,0.6212121212121212
[[250; 'linear']; [200; 'relu']; [250; 'linear']],mse,rmsprop,25,3676303192,4,0.6818181818181818
[[250; 'linear']; [200; 'linear']; [150; 'relu']],mse,adam,10,1483852268,4,0.5606060606060606
[[250; 'linear']; [200; 'linear']; [150; 'relu']],mse,adam,10,1686930707,4,0.6212121212121212
[[250; 'linear']; [200; 'linear']; [150; 'relu']],mse,adam,15,2664454440,4,0.6666666666666666
[[250; 'linear']; [200; 'linear']; [150; 'relu']],mse,adam,15,730114173,4,0.7272727272727273
[[250; 'linear']; [200; 'linear']; [150; 'relu']],mse,adam,20,2496649874,4,0.6666666666666666
[[250; 'linear']; [200; 'linear']; [150; 'relu']],mse,adam,20,4264949443,4,0.7878787878787878
[[250; 'linear']; [200; 'linear']; [150; 'relu']],mse,adam,25,1460932435,4,0.6363636363636364
[[250; 'linear']; [200; 'linear']; [150; 'relu']],mse,adam,25,3179436410,4,0.696969696969697
[[250; 'linear']; [200; 'linear']; [150; 'relu']],mse,rmsprop,10,2362076121,4,0.7272727272727273
[[250; 'linear']; [200; 'linear']; [150; 'relu']],mse,rmsprop,10,601180290,4,0.6363636363636364
[[250; 'linear']; [200; 'linear']; [150; 'relu']],mse,rmsprop,15,2314834670,4,0.6060606060606061
[[250; 'linear']; [200; 'linear']; [150; 'relu']],mse,rmsprop,15,2784879146,4,0.7424242424242424
[[250; 'linear']; [200; 'linear']; [150; 'relu']],mse,rmsprop,20,1693532815,4,0.6818181818181818
[[250; 'linear']; [200; 'linear']; [150; 'relu']],mse,rmsprop,20,532014956,4,0.6060606060606061
[[250; 'linear']; [200; 'linear']; [150; 'relu']],mse,rmsprop,25,1365566274,4,0.6666666666666666
[[250; 'linear']; [200; 'linear']; [150; 'relu']],mse,rmsprop,25,446831080,4,0.7575757575757576
[[250; 'linear']; [200; 'linear']; [150; 'linear']],mse,adam,10,1705873640,4,0.5909090909090909
[[250; 'linear']; [200; 'linear']; [150; 'linear']],mse,adam,10,1519861160,4,0.6363636363636364
[[250; 'linear']; [200; 'linear']; [150; 'linear']],mse,adam,15,705703775,4,0.5909090909090909
[[250; 'linear']; [200; 'linear']; [150; 'linear']],mse,adam,15,1303453211,4,0.6666666666666666
[[250; 'linear']; [200; 'linear']; [150; 'linear']],mse,adam,20,2050902002,4,0.7272727272727273
[[250; 'linear']; [200; 'linear']; [150; 'linear']],mse,adam,20,3095607210,4,0.7121212121212122
[[250; 'linear']; [200; 'linear']; [150; 'linear']],mse,adam,25,981204453,4,0.6515151515151515
[[250; 'linear']; [200; 'linear']; [150; 'linear']],mse,adam,25,3701982227,4,0.7424242424242424
[[250; 'linear']; [200; 'linear']; [150; 'linear']],mse,rmsprop,10,797570215,4,0.6212121212121212
[[250; 'linear']; [200; 'linear']; [150; 'linear']],mse,rmsprop,10,3140201817,4,0.6212121212121212
[[250; 'linear']; [200; 'linear']; [150; 'linear']],mse,rmsprop,15,846024581,4,0.6515151515151515
[[250; 'linear']; [200; 'linear']; [150; 'linear']],mse,rmsprop,15,427772604,4,0.6515151515151515
[[250; 'linear']; [200; 'linear']; [150; 'linear']],mse,rmsprop,20,4219104183,4,0.7272727272727273
[[250; 'linear']; [200; 'linear']; [150; 'linear']],mse,rmsprop,20,208424090,4,0.7575757575757576
[[250; 'linear']; [200; 'linear']; [150; 'linear']],mse,rmsprop,25,3738809209,4,0.6212121212121212
[[250; 'linear']; [200; 'linear']; [150; 'linear']],mse,rmsprop,25,3775732501,4,0.7272727272727273
[[250; 'linear']; [200; 'linear']; [200; 'relu']],mse,adam,10,3121056473,4,0.6515151515151515
[[250; 'linear']; [200; 'linear']; [200; 'relu']],mse,adam,10,505541965,4,0.6212121212121212
[[250; 'linear']; [200; 'linear']; [200; 'relu']],mse,adam,15,3219499169,4,0.696969696969697
[[250; 'linear']; [200; 'linear']; [200; 'relu']],mse,adam,15,4179632930,4,0.5909090909090909
[[250; 'linear']; [200; 'linear']; [200; 'relu']],mse,adam,20,3715282588,4,0.6818181818181818
[[250; 'linear']; [200; 'linear']; [200; 'relu']],mse,adam,20,2678795192,4,0.6818181818181818
[[250; 'linear']; [200; 'linear']; [200; 'relu']],mse,adam,25,1523515470,4,0.6363636363636364
[[250; 'linear']; [200; 'linear']; [200; 'relu']],mse,adam,25,3628428933,4,0.6212121212121212
[[250; 'linear']; [200; 'linear']; [200; 'relu']],mse,rmsprop,10,2018149436,4,0.6060606060606061
[[250; 'linear']; [200; 'linear']; [200; 'relu']],mse,rmsprop,10,4162845546,4,0.6363636363636364
[[250; 'linear']; [200; 'linear']; [200; 'relu']],mse,rmsprop,15,3553824064,4,0.6060606060606061
[[250; 'linear']; [200; 'linear']; [200; 'relu']],mse,rmsprop,15,3565204054,4,0.6060606060606061
[[250; 'linear']; [200; 'linear']; [200; 'relu']],mse,rmsprop,20,3163028615,4,0.6363636363636364
[[250; 'linear']; [200; 'linear']; [200; 'relu']],mse,rmsprop,20,1276331499,4,0.7121212121212122
[[250; 'linear']; [200; 'linear']; [200; 'relu']],mse,rmsprop,25,1626310781,4,0.6060606060606061
[[250; 'linear']; [200; 'linear']; [200; 'relu']],mse,rmsprop,25,2525753234,4,0.6212121212121212
[[250; 'linear']; [200; 'linear']; [200; 'linear']],mse,adam,10,1114155851,4,0.6363636363636364
[[250; 'linear']; [200; 'linear']; [200; 'linear']],mse,adam,10,2401081100,4,0.6515151515151515
[[250; 'linear']; [200; 'linear']; [200; 'linear']],mse,adam,15,1844932522,4,0.5909090909090909
[[250; 'linear']; [200; 'linear']; [200; 'linear']],mse,adam,15,2064724322,4,0.6363636363636364
[[250; 'linear']; [200; 'linear']; [200; 'linear']],mse,adam,20,1213631674,4,0.7272727272727273
[[250; 'linear']; [200; 'linear']; [200; 'linear']],mse,adam,20,4291880455,4,0.6060606060606061
[[250; 'linear']; [200; 'linear']; [200; 'linear']],mse,adam,25,2690829033,4,0.7727272727272727
[[250; 'linear']; [200; 'linear']; [200; 'linear']],mse,adam,25,1505014734,4,0.696969696969697
[[250; 'linear']; [200; 'linear']; [200; 'linear']],mse,rmsprop,10,1906938386,4,0.6666666666666666
[[250; 'linear']; [200; 'linear']; [200; 'linear']],mse,rmsprop,10,3885203410,4,0.6060606060606061
[[250; 'linear']; [200; 'linear']; [200; 'linear']],mse,rmsprop,15,1838093525,4,0.7575757575757576
[[250; 'linear']; [200; 'linear']; [200; 'linear']],mse,rmsprop,15,3548434497,4,0.6666666666666666
[[250; 'linear']; [200; 'linear']; [200; 'linear']],mse,rmsprop,20,1776947586,4,0.7424242424242424
[[250; 'linear']; [200; 'linear']; [200; 'linear']],mse,rmsprop,20,793232302,4,0.7121212121212122
[[250; 'linear']; [200; 'linear']; [200; 'linear']],mse,rmsprop,25,2952425648,4,0.6060606060606061
[[250; 'linear']; [200; 'linear']; [200; 'linear']],mse,rmsprop,25,2012492328,4,0.696969696969697
[[250; 'linear']; [200; 'linear']; [250; 'relu']],mse,adam,10,118366987,4,0.6060606060606061
[[250; 'linear']; [200; 'linear']; [250; 'relu']],mse,adam,10,109107180,4,0.7272727272727273
[[250; 'linear']; [200; 'linear']; [250; 'relu']],mse,adam,15,335322207,4,0.7272727272727273
[[250; 'linear']; [200; 'linear']; [250; 'relu']],mse,adam,15,3209688300,4,0.6515151515151515
[[250; 'linear']; [200; 'linear']; [250; 'relu']],mse,adam,20,2524806728,4,0.7272727272727273
[[250; 'linear']; [200; 'linear']; [250; 'relu']],mse,adam,20,1694296504,4,0.696969696969697
[[250; 'linear']; [200; 'linear']; [250; 'relu']],mse,adam,25,910346193,4,0.7424242424242424
[[250; 'linear']; [200; 'linear']; [250; 'relu']],mse,adam,25,909957625,4,0.696969696969697
[[250; 'linear']; [200; 'linear']; [250; 'relu']],mse,rmsprop,10,1902992432,4,0.6212121212121212
[[250; 'linear']; [200; 'linear']; [250; 'relu']],mse,rmsprop,10,29572230,4,0.6666666666666666
[[250; 'linear']; [200; 'linear']; [250; 'relu']],mse,rmsprop,15,1467014851,4,0.6818181818181818
[[250; 'linear']; [200; 'linear']; [250; 'relu']],mse,rmsprop,15,1864641897,4,0.5151515151515151
[[250; 'linear']; [200; 'linear']; [250; 'relu']],mse,rmsprop,20,1636677093,4,0.6212121212121212
[[250; 'linear']; [200; 'linear']; [250; 'relu']],mse,rmsprop,20,526482003,4,0.6060606060606061
[[250; 'linear']; [200; 'linear']; [250; 'relu']],mse,rmsprop,25,3189835412,4,0.7272727272727273
