layerset,loss,optimizer,epoch,seed,layer(LAST),correct
[[150; 'relu']; [150; 'relu']],mse,adam,10,1766548841,4,0.7424242424242424
[[150; 'relu']; [150; 'relu']],mse,adam,10,3599753941,4,0.7575757575757576
[[150; 'relu']; [150; 'relu']],mse,adam,15,2485525345,4,0.6363636363636364
[[150; 'relu']; [150; 'relu']],mse,adam,15,1984918160,4,0.6666666666666666
[[150; 'relu']; [150; 'relu']],mse,adam,20,3434280709,4,0.6666666666666666
[[150; 'relu']; [150; 'relu']],mse,adam,20,3703812777,4,0.696969696969697
[[150; 'relu']; [150; 'relu']],mse,adam,25,2473100113,4,0.6363636363636364
[[150; 'relu']; [150; 'relu']],mse,adam,25,1707441331,4,0.696969696969697
[[150; 'relu']; [150; 'relu']],mse,rmsprop,10,2699705853,4,0.7424242424242424
[[150; 'relu']; [150; 'relu']],mse,rmsprop,10,1646433765,4,0.6212121212121212
[[150; 'relu']; [150; 'relu']],mse,rmsprop,15,4277214334,4,0.7121212121212122
[[150; 'relu']; [150; 'relu']],mse,rmsprop,15,526118055,4,0.7121212121212122
[[150; 'relu']; [150; 'relu']],mse,rmsprop,20,2870532165,4,0.6666666666666666
[[150; 'relu']; [150; 'relu']],mse,rmsprop,20,3920135121,4,0.6515151515151515
[[150; 'relu']; [150; 'relu']],mse,rmsprop,25,1955765701,4,0.803030303030303
[[150; 'relu']; [150; 'relu']],mse,rmsprop,25,441629493,4,0.7424242424242424
[[150; 'relu']; [150; 'linear']],mse,adam,10,1489389588,4,0.6212121212121212
[[150; 'relu']; [150; 'linear']],mse,adam,10,3153758349,4,0.7272727272727273
[[150; 'relu']; [150; 'linear']],mse,adam,15,233036771,4,0.6666666666666666
[[150; 'relu']; [150; 'linear']],mse,adam,15,1761289539,4,0.6818181818181818
[[150; 'relu']; [150; 'linear']],mse,adam,20,3765466260,4,0.6363636363636364
[[150; 'relu']; [150; 'linear']],mse,adam,20,2416014260,4,0.696969696969697
[[150; 'relu']; [150; 'linear']],mse,adam,25,2881976603,4,0.696969696969697
[[150; 'relu']; [150; 'linear']],mse,adam,25,201619893,4,0.6666666666666666
[[150; 'relu']; [150; 'linear']],mse,rmsprop,10,4288570923,4,0.6515151515151515
[[150; 'relu']; [150; 'linear']],mse,rmsprop,10,548773338,4,0.5757575757575758
[[150; 'relu']; [150; 'linear']],mse,rmsprop,15,398803192,4,0.6666666666666666
[[150; 'relu']; [150; 'linear']],mse,rmsprop,15,3057190313,4,0.6666666666666666
[[150; 'relu']; [150; 'linear']],mse,rmsprop,20,4132722409,4,0.6818181818181818
[[150; 'relu']; [150; 'linear']],mse,rmsprop,20,2490494809,4,0.7424242424242424
[[150; 'relu']; [150; 'linear']],mse,rmsprop,25,1398509901,4,0.7575757575757576
[[150; 'relu']; [150; 'linear']],mse,rmsprop,25,1009891228,4,0.696969696969697
[[150; 'relu']; [200; 'relu']],mse,adam,10,2576825918,4,0.6060606060606061
[[150; 'relu']; [200; 'relu']],mse,adam,10,1322732157,4,0.7121212121212122
[[150; 'relu']; [200; 'relu']],mse,adam,15,91549827,4,0.6363636363636364
[[150; 'relu']; [200; 'relu']],mse,adam,15,1897814717,4,0.6818181818181818
[[150; 'relu']; [200; 'relu']],mse,adam,20,3786492744,4,0.7727272727272727
[[150; 'relu']; [200; 'relu']],mse,adam,20,4294258245,4,0.6212121212121212
[[150; 'relu']; [200; 'relu']],mse,adam,25,2751818559,4,0.6515151515151515
[[150; 'relu']; [200; 'relu']],mse,adam,25,2578196615,4,0.6363636363636364
[[150; 'relu']; [200; 'relu']],mse,rmsprop,10,1926502739,4,0.7121212121212122
[[150; 'relu']; [200; 'relu']],mse,rmsprop,10,1516076231,4,0.7121212121212122
[[150; 'relu']; [200; 'relu']],mse,rmsprop,15,2790931310,4,0.6818181818181818
[[150; 'relu']; [200; 'relu']],mse,rmsprop,15,1062154885,4,0.6818181818181818
[[150; 'relu']; [200; 'relu']],mse,rmsprop,20,1677565101,4,0.6666666666666666
[[150; 'relu']; [200; 'relu']],mse,rmsprop,20,3233567426,4,0.6666666666666666
[[150; 'relu']; [200; 'relu']],mse,rmsprop,25,2734933520,4,0.6818181818181818
[[150; 'relu']; [200; 'relu']],mse,rmsprop,25,2545300038,4,0.696969696969697
[[150; 'relu']; [200; 'linear']],mse,adam,10,21474023,4,0.803030303030303
[[150; 'relu']; [200; 'linear']],mse,adam,10,427448336,4,0.6363636363636364
[[150; 'relu']; [200; 'linear']],mse,adam,15,2158087528,4,0.6363636363636364
[[150; 'relu']; [200; 'linear']],mse,adam,15,53576606,4,0.7121212121212122
[[150; 'relu']; [200; 'linear']],mse,adam,20,3634316816,4,0.6818181818181818
[[150; 'relu']; [200; 'linear']],mse,adam,20,1212174661,4,0.7424242424242424
[[150; 'relu']; [200; 'linear']],mse,adam,25,269903396,4,0.7575757575757576
[[150; 'relu']; [200; 'linear']],mse,adam,25,3874433061,4,0.6212121212121212
[[150; 'relu']; [200; 'linear']],mse,rmsprop,10,1783749404,4,0.6515151515151515
[[150; 'relu']; [200; 'linear']],mse,rmsprop,10,993096152,4,0.696969696969697
[[150; 'relu']; [200; 'linear']],mse,rmsprop,15,3031531984,4,0.6212121212121212
[[150; 'relu']; [200; 'linear']],mse,rmsprop,15,1030698641,4,0.6666666666666666
[[150; 'relu']; [200; 'linear']],mse,rmsprop,20,1591976259,4,0.7424242424242424
[[150; 'relu']; [200; 'linear']],mse,rmsprop,20,1339047370,4,0.6818181818181818
[[150; 'relu']; [200; 'linear']],mse,rmsprop,25,2876710162,4,0.696969696969697
[[150; 'relu']; [200; 'linear']],mse,rmsprop,25,3702718935,4,0.7575757575757576
[[150; 'relu']; [250; 'relu']],mse,adam,10,1221363019,4,0.6060606060606061
[[150; 'relu']; [250; 'relu']],mse,adam,10,400417882,4,0.7121212121212122
[[150; 'relu']; [250; 'relu']],mse,adam,15,3534881187,4,0.6363636363636364
[[150; 'relu']; [250; 'relu']],mse,adam,15,1658903170,4,0.696969696969697
[[150; 'relu']; [250; 'relu']],mse,adam,20,2953647560,4,0.6515151515151515
[[150; 'relu']; [250; 'relu']],mse,adam,20,761571855,4,0.7121212121212122
[[150; 'relu']; [250; 'relu']],mse,adam,25,2858317790,4,0.7424242424242424
[[150; 'relu']; [250; 'relu']],mse,adam,25,1423735991,4,0.7424242424242424
[[150; 'relu']; [250; 'relu']],mse,rmsprop,10,1221474790,4,0.6363636363636364
[[150; 'relu']; [250; 'relu']],mse,rmsprop,10,922430918,4,0.6363636363636364
[[150; 'relu']; [250; 'relu']],mse,rmsprop,15,1653392078,4,0.6666666666666666
[[150; 'relu']; [250; 'relu']],mse,rmsprop,15,3783045558,4,0.6818181818181818
[[150; 'relu']; [250; 'relu']],mse,rmsprop,20,1501932469,4,0.6818181818181818
[[150; 'relu']; [250; 'relu']],mse,rmsprop,20,1241718489,4,0.6060606060606061
[[150; 'relu']; [250; 'relu']],mse,rmsprop,25,1256029131,4,0.6666666666666666
[[150; 'relu']; [250; 'relu']],mse,rmsprop,25,2177754743,4,0.6515151515151515
[[150; 'relu']; [250; 'linear']],mse,adam,10,2065862778,4,0.6060606060606061
[[150; 'relu']; [250; 'linear']],mse,adam,10,3403229850,4,0.6666666666666666
[[150; 'relu']; [250; 'linear']],mse,adam,15,878341736,4,0.6818181818181818
[[150; 'relu']; [250; 'linear']],mse,adam,15,1487026018,4,0.803030303030303
[[150; 'relu']; [250; 'linear']],mse,adam,20,2194497435,4,0.5606060606060606
[[150; 'relu']; [250; 'linear']],mse,adam,20,371946487,4,0.7575757575757576
[[150; 'relu']; [250; 'linear']],mse,adam,25,4065285069,4,0.7424242424242424
[[150; 'relu']; [250; 'linear']],mse,adam,25,3845350917,4,0.6666666666666666
[[150; 'relu']; [250; 'linear']],mse,rmsprop,10,1957783615,4,0.6060606060606061
[[150; 'relu']; [250; 'linear']],mse,rmsprop,10,2563607785,4,0.6363636363636364
[[150; 'relu']; [250; 'linear']],mse,rmsprop,15,455360832,4,0.7424242424242424
[[150; 'relu']; [250; 'linear']],mse,rmsprop,15,3087806369,4,0.6363636363636364
[[150; 'relu']; [250; 'linear']],mse,rmsprop,20,139743352,4,0.803030303030303
[[150; 'relu']; [250; 'linear']],mse,rmsprop,20,3797876015,4,0.7272727272727273
[[150; 'relu']; [250; 'linear']],mse,rmsprop,25,3035071290,4,0.6515151515151515
[[150; 'relu']; [250; 'linear']],mse,rmsprop,25,1801627784,4,0.7272727272727273
[[150; 'linear']; [150; 'relu']],mse,adam,10,3336372505,4,0.6363636363636364
[[150; 'linear']; [150; 'relu']],mse,adam,10,1500439264,4,0.6363636363636364
[[150; 'linear']; [150; 'relu']],mse,adam,15,2649251115,4,0.7272727272727273
[[150; 'linear']; [150; 'relu']],mse,adam,15,735376997,4,0.6666666666666666
[[150; 'linear']; [150; 'relu']],mse,adam,20,3620436153,4,0.6515151515151515
[[150; 'linear']; [150; 'relu']],mse,adam,20,2681713279,4,0.6515151515151515
[[150; 'linear']; [150; 'relu']],mse,adam,25,546067165,4,0.7121212121212122
[[150; 'linear']; [150; 'relu']],mse,adam,25,3077632165,4,0.6666666666666666
[[150; 'linear']; [150; 'relu']],mse,rmsprop,10,4144438046,4,0.6818181818181818
[[150; 'linear']; [150; 'relu']],mse,rmsprop,10,2101485177,4,0.5757575757575758
[[150; 'linear']; [150; 'relu']],mse,rmsprop,15,2700348842,4,0.7272727272727273
[[150; 'linear']; [150; 'relu']],mse,rmsprop,15,3618424317,4,0.6060606060606061
[[150; 'linear']; [150; 'relu']],mse,rmsprop,20,2565410647,4,0.7575757575757576
[[150; 'linear']; [150; 'relu']],mse,rmsprop,20,1091809226,4,0.6666666666666666
[[150; 'linear']; [150; 'relu']],mse,rmsprop,25,4029643744,4,0.6363636363636364
[[150; 'linear']; [150; 'relu']],mse,rmsprop,25,2209442899,4,0.6818181818181818
[[150; 'linear']; [150; 'linear']],mse,adam,10,3312786052,4,0.5909090909090909
[[150; 'linear']; [150; 'linear']],mse,adam,10,2324770798,4,0.6666666666666666
[[150; 'linear']; [150; 'linear']],mse,adam,15,2951612088,4,0.6666666666666666
[[150; 'linear']; [150; 'linear']],mse,adam,15,2341957142,4,0.6666666666666666
[[150; 'linear']; [150; 'linear']],mse,adam,20,2645639156,4,0.5909090909090909
[[150; 'linear']; [150; 'linear']],mse,adam,20,267093800,4,0.7424242424242424
[[150; 'linear']; [150; 'linear']],mse,adam,25,1955937925,4,0.6818181818181818
[[150; 'linear']; [150; 'linear']],mse,adam,25,1660180175,4,0.6666666666666666
[[150; 'linear']; [150; 'linear']],mse,rmsprop,10,3314816470,4,0.5757575757575758
[[150; 'linear']; [150; 'linear']],mse,rmsprop,10,628829306,4,0.6818181818181818
[[150; 'linear']; [150; 'linear']],mse,rmsprop,15,3018802822,4,0.6363636363636364
[[150; 'linear']; [150; 'linear']],mse,rmsprop,15,1352669324,4,0.6666666666666666
[[150; 'linear']; [150; 'linear']],mse,rmsprop,20,2000884354,4,0.696969696969697
[[150; 'linear']; [150; 'linear']],mse,rmsprop,20,2348273302,4,0.6515151515151515
[[150; 'linear']; [150; 'linear']],mse,rmsprop,25,1192121801,4,0.696969696969697
[[150; 'linear']; [150; 'linear']],mse,rmsprop,25,878594696,4,0.6363636363636364
[[150; 'linear']; [200; 'relu']],mse,adam,10,281347709,4,0.7272727272727273
[[150; 'linear']; [200; 'relu']],mse,adam,10,93259920,4,0.6818181818181818
[[150; 'linear']; [200; 'relu']],mse,adam,15,3278827819,4,0.696969696969697
[[150; 'linear']; [200; 'relu']],mse,adam,15,396084776,4,0.6363636363636364
[[150; 'linear']; [200; 'relu']],mse,adam,20,226685130,4,0.6818181818181818
[[150; 'linear']; [200; 'relu']],mse,adam,20,1593175729,4,0.7272727272727273
[[150; 'linear']; [200; 'relu']],mse,adam,25,2180161156,4,0.7121212121212122
[[150; 'linear']; [200; 'relu']],mse,adam,25,3478500125,4,0.5909090909090909
[[150; 'linear']; [200; 'relu']],mse,rmsprop,10,223840073,4,0.6515151515151515
[[150; 'linear']; [200; 'relu']],mse,rmsprop,10,2278315952,4,0.5909090909090909
[[150; 'linear']; [200; 'relu']],mse,rmsprop,15,1886556447,4,0.5606060606060606
[[150; 'linear']; [200; 'relu']],mse,rmsprop,15,1689969077,4,0.5
[[150; 'linear']; [200; 'relu']],mse,rmsprop,20,2680981691,4,0.6666666666666666
[[150; 'linear']; [200; 'relu']],mse,rmsprop,20,452350101,4,0.6818181818181818
[[150; 'linear']; [200; 'relu']],mse,rmsprop,25,3069329000,4,0.6363636363636364
[[150; 'linear']; [200; 'relu']],mse,rmsprop,25,1570078208,4,0.7121212121212122
[[150; 'linear']; [200; 'linear']],mse,adam,10,514477467,4,0.6060606060606061
[[150; 'linear']; [200; 'linear']],mse,adam,10,3808643158,4,0.6060606060606061
[[150; 'linear']; [200; 'linear']],mse,adam,15,1311248802,4,0.7878787878787878
[[150; 'linear']; [200; 'linear']],mse,adam,15,2416227460,4,0.6818181818181818
[[150; 'linear']; [200; 'linear']],mse,adam,20,4093571387,4,0.7575757575757576
[[150; 'linear']; [200; 'linear']],mse,adam,20,2725572005,4,0.6666666666666666
[[150; 'linear']; [200; 'linear']],mse,adam,25,4027709791,4,0.6363636363636364
[[150; 'linear']; [200; 'linear']],mse,adam,25,3883689834,4,0.7121212121212122
[[150; 'linear']; [200; 'linear']],mse,rmsprop,10,3041241918,4,0.6060606060606061
[[150; 'linear']; [200; 'linear']],mse,rmsprop,10,341501356,4,0.5454545454545454
[[150; 'linear']; [200; 'linear']],mse,rmsprop,15,3703493311,4,0.6666666666666666
[[150; 'linear']; [200; 'linear']],mse,rmsprop,15,2386180820,4,0.6666666666666666
[[150; 'linear']; [200; 'linear']],mse,rmsprop,20,3864215507,4,0.696969696969697
[[150; 'linear']; [200; 'linear']],mse,rmsprop,20,193634703,4,0.7121212121212122
[[150; 'linear']; [200; 'linear']],mse,rmsprop,25,1168541318,4,0.696969696969697
[[150; 'linear']; [200; 'linear']],mse,rmsprop,25,2093964871,4,0.6666666666666666
[[150; 'linear']; [250; 'relu']],mse,adam,10,3803618309,4,0.6818181818181818
[[150; 'linear']; [250; 'relu']],mse,adam,10,1427768121,4,0.6060606060606061
[[150; 'linear']; [250; 'relu']],mse,adam,15,918398017,4,0.6515151515151515
[[150; 'linear']; [250; 'relu']],mse,adam,15,124507574,4,0.6212121212121212
[[150; 'linear']; [250; 'relu']],mse,adam,20,3219828221,4,0.6060606060606061
[[150; 'linear']; [250; 'relu']],mse,adam,20,2731049204,4,0.6363636363636364
[[150; 'linear']; [250; 'relu']],mse,adam,25,132111507,4,0.6060606060606061
[[150; 'linear']; [250; 'relu']],mse,adam,25,3007541451,4,0.696969696969697
[[150; 'linear']; [250; 'relu']],mse,rmsprop,10,1690853684,4,0.6363636363636364
[[150; 'linear']; [250; 'relu']],mse,rmsprop,10,1732746280,4,0.6363636363636364
[[150; 'linear']; [250; 'relu']],mse,rmsprop,15,1250924424,4,0.6666666666666666
[[150; 'linear']; [250; 'relu']],mse,rmsprop,15,4208510704,4,0.5909090909090909
[[150; 'linear']; [250; 'relu']],mse,rmsprop,20,3368302307,4,0.6818181818181818
[[150; 'linear']; [250; 'relu']],mse,rmsprop,20,3990559571,4,0.6212121212121212
[[150; 'linear']; [250; 'relu']],mse,rmsprop,25,1051630766,4,0.6363636363636364
[[150; 'linear']; [250; 'relu']],mse,rmsprop,25,3434664987,4,0.5454545454545454
[[150; 'linear']; [250; 'linear']],mse,adam,10,860314447,4,0.6060606060606061
[[150; 'linear']; [250; 'linear']],mse,adam,10,3207512659,4,0.6515151515151515
[[150; 'linear']; [250; 'linear']],mse,adam,15,655157174,4,0.6818181818181818
[[150; 'linear']; [250; 'linear']],mse,adam,15,804550202,4,0.6515151515151515
[[150; 'linear']; [250; 'linear']],mse,adam,20,4097920899,4,0.6818181818181818
[[150; 'linear']; [250; 'linear']],mse,adam,20,2521546891,4,0.7727272727272727
[[150; 'linear']; [250; 'linear']],mse,adam,25,1319729905,4,0.6818181818181818
[[150; 'linear']; [250; 'linear']],mse,adam,25,1064111649,4,0.7272727272727273
[[150; 'linear']; [250; 'linear']],mse,rmsprop,10,3051005928,4,0.6666666666666666
[[150; 'linear']; [250; 'linear']],mse,rmsprop,10,2274055122,4,0.6212121212121212
[[150; 'linear']; [250; 'linear']],mse,rmsprop,15,2974696167,4,0.6363636363636364
[[150; 'linear']; [250; 'linear']],mse,rmsprop,15,2813654899,4,0.6212121212121212
[[150; 'linear']; [250; 'linear']],mse,rmsprop,20,3646381435,4,0.6515151515151515
[[150; 'linear']; [250; 'linear']],mse,rmsprop,20,1882695107,4,0.6818181818181818
[[150; 'linear']; [250; 'linear']],mse,rmsprop,25,2841099720,4,0.6818181818181818
[[150; 'linear']; [250; 'linear']],mse,rmsprop,25,2971109115,4,0.6818181818181818
[[200; 'relu']; [150; 'relu']],mse,adam,10,2667900123,4,0.7575757575757576
[[200; 'relu']; [150; 'relu']],mse,adam,10,3978485633,4,0.6818181818181818
[[200; 'relu']; [150; 'relu']],mse,adam,15,2570607717,4,0.696969696969697
[[200; 'relu']; [150; 'relu']],mse,adam,15,3726755561,4,0.6515151515151515
[[200; 'relu']; [150; 'relu']],mse,adam,20,2194954628,4,0.6363636363636364
[[200; 'relu']; [150; 'relu']],mse,adam,20,1387478835,4,0.7121212121212122
[[200; 'relu']; [150; 'relu']],mse,adam,25,1569944076,4,0.6212121212121212
[[200; 'relu']; [150; 'relu']],mse,adam,25,3677688162,4,0.7272727272727273
[[200; 'relu']; [150; 'relu']],mse,rmsprop,10,3152004411,4,0.6515151515151515
[[200; 'relu']; [150; 'relu']],mse,rmsprop,10,3461199414,4,0.7121212121212122
[[200; 'relu']; [150; 'relu']],mse,rmsprop,15,3871676755,4,0.7121212121212122
[[200; 'relu']; [150; 'relu']],mse,rmsprop,15,1777073475,4,0.7424242424242424
[[200; 'relu']; [150; 'relu']],mse,rmsprop,20,687261053,4,0.6666666666666666
[[200; 'relu']; [150; 'relu']],mse,rmsprop,20,3535874894,4,0.6818181818181818
[[200; 'relu']; [150; 'relu']],mse,rmsprop,25,4098679575,4,0.6363636363636364
[[200; 'relu']; [150; 'relu']],mse,rmsprop,25,2060036839,4,0.7878787878787878
[[200; 'relu']; [150; 'linear']],mse,adam,10,1030674727,4,0.7575757575757576
[[200; 'relu']; [150; 'linear']],mse,adam,10,3222189203,4,0.696969696969697
[[200; 'relu']; [150; 'linear']],mse,adam,15,1624361361,4,0.6060606060606061
[[200; 'relu']; [150; 'linear']],mse,adam,15,767549153,4,0.6666666666666666
[[200; 'relu']; [150; 'linear']],mse,adam,20,916947129,4,0.7272727272727273
[[200; 'relu']; [150; 'linear']],mse,adam,20,3905955538,4,0.6363636363636364
[[200; 'relu']; [150; 'linear']],mse,adam,25,4070894231,4,0.7121212121212122
[[200; 'relu']; [150; 'linear']],mse,adam,25,1987623542,4,0.6060606060606061
[[200; 'relu']; [150; 'linear']],mse,rmsprop,10,4045004686,4,0.6212121212121212
[[200; 'relu']; [150; 'linear']],mse,rmsprop,10,319491751,4,0.696969696969697
[[200; 'relu']; [150; 'linear']],mse,rmsprop,15,2947852956,4,0.6818181818181818
[[200; 'relu']; [150; 'linear']],mse,rmsprop,15,4040090232,4,0.6060606060606061
[[200; 'relu']; [150; 'linear']],mse,rmsprop,20,3070276378,4,0.6363636363636364
[[200; 'relu']; [150; 'linear']],mse,rmsprop,20,1250184308,4,0.7121212121212122
[[200; 'relu']; [150; 'linear']],mse,rmsprop,25,2047352876,4,0.7121212121212122
[[200; 'relu']; [150; 'linear']],mse,rmsprop,25,201937909,4,0.696969696969697
[[200; 'relu']; [200; 'relu']],mse,adam,10,1930059212,4,0.6515151515151515
[[200; 'relu']; [200; 'relu']],mse,adam,10,1396092956,4,0.6666666666666666
[[200; 'relu']; [200; 'relu']],mse,adam,15,691157156,4,0.696969696969697
[[200; 'relu']; [200; 'relu']],mse,adam,15,3089783684,4,0.7272727272727273
[[200; 'relu']; [200; 'relu']],mse,adam,20,2996396504,4,0.6212121212121212
[[200; 'relu']; [200; 'relu']],mse,adam,20,1718630530,4,0.7272727272727273
[[200; 'relu']; [200; 'relu']],mse,adam,25,3136973978,4,0.7121212121212122
[[200; 'relu']; [200; 'relu']],mse,adam,25,3254388810,4,0.6666666666666666
[[200; 'relu']; [200; 'relu']],mse,rmsprop,10,3857509712,4,0.6515151515151515
[[200; 'relu']; [200; 'relu']],mse,rmsprop,10,3863148265,4,0.5909090909090909
[[200; 'relu']; [200; 'relu']],mse,rmsprop,15,45790588,4,0.6212121212121212
[[200; 'relu']; [200; 'relu']],mse,rmsprop,15,1685831750,4,0.696969696969697
[[200; 'relu']; [200; 'relu']],mse,rmsprop,20,2859107484,4,0.6515151515151515
[[200; 'relu']; [200; 'relu']],mse,rmsprop,20,3980123094,4,0.7424242424242424
[[200; 'relu']; [200; 'relu']],mse,rmsprop,25,1832997584,4,0.6363636363636364
[[200; 'relu']; [200; 'relu']],mse,rmsprop,25,870520238,4,0.6666666666666666
[[200; 'relu']; [200; 'linear']],mse,adam,10,4039057622,4,0.6212121212121212
[[200; 'relu']; [200; 'linear']],mse,adam,10,3751917263,4,0.5606060606060606
[[200; 'relu']; [200; 'linear']],mse,adam,15,3206543121,4,0.6363636363636364
[[200; 'relu']; [200; 'linear']],mse,adam,15,1173487619,4,0.7272727272727273
[[200; 'relu']; [200; 'linear']],mse,adam,20,2679130195,4,0.7575757575757576
[[200; 'relu']; [200; 'linear']],mse,adam,20,4210251354,4,0.6363636363636364
[[200; 'relu']; [200; 'linear']],mse,adam,25,1017191406,4,0.6666666666666666
[[200; 'relu']; [200; 'linear']],mse,adam,25,3487600232,4,0.6212121212121212
[[200; 'relu']; [200; 'linear']],mse,rmsprop,10,3370757008,4,0.6363636363636364
[[200; 'relu']; [200; 'linear']],mse,rmsprop,10,3716430666,4,0.6666666666666666
[[200; 'relu']; [200; 'linear']],mse,rmsprop,15,3030780745,4,0.696969696969697
[[200; 'relu']; [200; 'linear']],mse,rmsprop,15,1565529987,4,0.6818181818181818
[[200; 'relu']; [200; 'linear']],mse,rmsprop,20,2548125927,4,0.6818181818181818
[[200; 'relu']; [200; 'linear']],mse,rmsprop,20,3668409008,4,0.6212121212121212
[[200; 'relu']; [200; 'linear']],mse,rmsprop,25,2980508654,4,0.6666666666666666
[[200; 'relu']; [200; 'linear']],mse,rmsprop,25,921034093,4,0.696969696969697
[[200; 'relu']; [250; 'relu']],mse,adam,10,1275781707,4,0.7878787878787878
[[200; 'relu']; [250; 'relu']],mse,adam,10,231095761,4,0.696969696969697
[[200; 'relu']; [250; 'relu']],mse,adam,15,4280020793,4,0.6363636363636364
[[200; 'relu']; [250; 'relu']],mse,adam,15,1479353233,4,0.6363636363636364
[[200; 'relu']; [250; 'relu']],mse,adam,20,3405265485,4,0.7272727272727273
[[200; 'relu']; [250; 'relu']],mse,adam,20,3809797981,4,0.6515151515151515
[[200; 'relu']; [250; 'relu']],mse,adam,25,2441627362,4,0.7575757575757576
[[200; 'relu']; [250; 'relu']],mse,adam,25,3674188771,4,0.6515151515151515
[[200; 'relu']; [250; 'relu']],mse,rmsprop,10,4091412905,4,0.696969696969697
[[200; 'relu']; [250; 'relu']],mse,rmsprop,10,3954941579,4,0.6212121212121212
[[200; 'relu']; [250; 'relu']],mse,rmsprop,15,2435087763,4,0.696969696969697
[[200; 'relu']; [250; 'relu']],mse,rmsprop,15,22538125,4,0.7121212121212122
[[200; 'relu']; [250; 'relu']],mse,rmsprop,20,346496621,4,0.7272727272727273
[[200; 'relu']; [250; 'relu']],mse,rmsprop,20,1274506553,4,0.7424242424242424
[[200; 'relu']; [250; 'relu']],mse,rmsprop,25,250513433,4,0.7424242424242424
[[200; 'relu']; [250; 'relu']],mse,rmsprop,25,2559253432,4,0.6363636363636364
[[200; 'relu']; [250; 'linear']],mse,adam,10,1375601508,4,0.5757575757575758
[[200; 'relu']; [250; 'linear']],mse,adam,10,3870460030,4,0.6818181818181818
[[200; 'relu']; [250; 'linear']],mse,adam,15,3634932313,4,0.6363636363636364
[[200; 'relu']; [250; 'linear']],mse,adam,15,2086053163,4,0.6818181818181818
[[200; 'relu']; [250; 'linear']],mse,adam,20,1010194788,4,0.6212121212121212
[[200; 'relu']; [250; 'linear']],mse,adam,20,1233825662,4,0.7424242424242424
[[200; 'relu']; [250; 'linear']],mse,adam,25,716421562,4,0.7424242424242424
[[200; 'relu']; [250; 'linear']],mse,adam,25,2138065965,4,0.6515151515151515
[[200; 'relu']; [250; 'linear']],mse,rmsprop,10,1180477132,4,0.696969696969697
[[200; 'relu']; [250; 'linear']],mse,rmsprop,10,38030675,4,0.6363636363636364
[[200; 'relu']; [250; 'linear']],mse,rmsprop,15,2753943733,4,0.6818181818181818
[[200; 'relu']; [250; 'linear']],mse,rmsprop,15,2768434723,4,0.6212121212121212
[[200; 'relu']; [250; 'linear']],mse,rmsprop,20,500527608,4,0.6818181818181818
[[200; 'relu']; [250; 'linear']],mse,rmsprop,20,3713314967,4,0.696969696969697
[[200; 'relu']; [250; 'linear']],mse,rmsprop,25,4277029712,4,0.6666666666666666
[[200; 'relu']; [250; 'linear']],mse,rmsprop,25,857217053,4,0.7121212121212122
[[200; 'linear']; [150; 'relu']],mse,adam,10,755783780,4,0.6212121212121212
[[200; 'linear']; [150; 'relu']],mse,adam,10,1130187619,4,0.5757575757575758
[[200; 'linear']; [150; 'relu']],mse,adam,15,2773025014,4,0.7424242424242424
[[200; 'linear']; [150; 'relu']],mse,adam,15,1250221523,4,0.7121212121212122
[[200; 'linear']; [150; 'relu']],mse,adam,20,215282118,4,0.6818181818181818
[[200; 'linear']; [150; 'relu']],mse,adam,20,617206147,4,0.7272727272727273
[[200; 'linear']; [150; 'relu']],mse,adam,25,2703274951,4,0.6666666666666666
[[200; 'linear']; [150; 'relu']],mse,adam,25,1812632637,4,0.696969696969697
[[200; 'linear']; [150; 'relu']],mse,rmsprop,10,368936353,4,0.6515151515151515
[[200; 'linear']; [150; 'relu']],mse,rmsprop,10,67221512,4,0.6363636363636364
[[200; 'linear']; [150; 'relu']],mse,rmsprop,15,363300011,4,0.7575757575757576
[[200; 'linear']; [150; 'relu']],mse,rmsprop,15,45708575,4,0.5606060606060606
[[200; 'linear']; [150; 'relu']],mse,rmsprop,20,1892415212,4,0.6060606060606061
[[200; 'linear']; [150; 'relu']],mse,rmsprop,20,3419179585,4,0.6515151515151515
[[200; 'linear']; [150; 'relu']],mse,rmsprop,25,794959779,4,0.5909090909090909
[[200; 'linear']; [150; 'relu']],mse,rmsprop,25,3714024057,4,0.7121212121212122
[[200; 'linear']; [150; 'linear']],mse,adam,10,3988375111,4,0.6060606060606061
[[200; 'linear']; [150; 'linear']],mse,adam,10,2008566787,4,0.6818181818181818
[[200; 'linear']; [150; 'linear']],mse,adam,15,4161261475,4,0.6363636363636364
[[200; 'linear']; [150; 'linear']],mse,adam,15,645989274,4,0.6666666666666666
[[200; 'linear']; [150; 'linear']],mse,adam,20,1129798055,4,0.6363636363636364
[[200; 'linear']; [150; 'linear']],mse,adam,20,1683486549,4,0.6212121212121212
[[200; 'linear']; [150; 'linear']],mse,adam,25,645516048,4,0.6515151515151515
[[200; 'linear']; [150; 'linear']],mse,adam,25,4280277418,4,0.696969696969697
[[200; 'linear']; [150; 'linear']],mse,rmsprop,10,412016984,4,0.6515151515151515
[[200; 'linear']; [150; 'linear']],mse,rmsprop,10,1145242342,4,0.5757575757575758
[[200; 'linear']; [150; 'linear']],mse,rmsprop,15,565652233,4,0.7121212121212122
[[200; 'linear']; [150; 'linear']],mse,rmsprop,15,3323497354,4,0.6666666666666666
