layerset,loss,optimizer,epoch,seed,layer,correct
[[164; 'linear']; [300; 'relu']; [108; 'relu']],mse,adam,20,1541969844,3,0.7142857142857143
[[164; 'linear']; [300; 'relu']; [108; 'relu']],mse,rmsprop,13,2901741692,3,0.7142857142857143
[[164; 'linear']; [300; 'relu']; [108; 'relu']],mse,rmsprop,20,3846511973,3,0.6607142857142857
[[164; 'linear']; [300; 'relu']; [108; 'linear']],mse,adam,13,2433410376,3,0.6785714285714286
[[164; 'linear']; [300; 'relu']; [108; 'linear']],mse,adam,20,1791369601,3,0.7142857142857143
[[164; 'linear']; [300; 'relu']; [108; 'linear']],mse,rmsprop,13,3803953827,3,0.7321428571428571
[[164; 'linear']; [300; 'relu']; [108; 'linear']],mse,rmsprop,20,3233413919,3,0.5892857142857143
[[164; 'linear']; [300; 'relu']; [164; 'relu']],mse,adam,13,2111934773,3,0.7142857142857143
[[164; 'linear']; [300; 'relu']; [164; 'relu']],mse,adam,20,4273195099,3,0.75
[[164; 'linear']; [300; 'relu']; [164; 'relu']],mse,rmsprop,13,404045223,3,0.4642857142857143
[[164; 'linear']; [300; 'relu']; [164; 'relu']],mse,rmsprop,20,2352422447,3,0.6607142857142857
[[164; 'linear']; [300; 'relu']; [164; 'linear']],mse,adam,13,2521619906,3,0.6785714285714286
[[164; 'linear']; [300; 'relu']; [164; 'linear']],mse,adam,20,3102688456,3,0.5892857142857143
[[164; 'linear']; [300; 'relu']; [164; 'linear']],mse,rmsprop,13,24647983,3,0.6964285714285714
[[164; 'linear']; [300; 'relu']; [164; 'linear']],mse,rmsprop,20,992984474,3,0.6071428571428571
[[164; 'linear']; [300; 'relu']; [300; 'relu']],mse,adam,13,1136490148,3,0.7321428571428571
[[164; 'linear']; [300; 'relu']; [300; 'relu']],mse,adam,20,565254474,3,0.7321428571428571
[[164; 'linear']; [300; 'relu']; [300; 'relu']],mse,rmsprop,13,1961940463,3,0.6428571428571429
[[164; 'linear']; [300; 'relu']; [300; 'relu']],mse,rmsprop,20,2404425805,3,0.6785714285714286
[[164; 'linear']; [300; 'relu']; [300; 'linear']],mse,adam,13,1318091698,3,0.6428571428571429
[[164; 'linear']; [300; 'relu']; [300; 'linear']],mse,adam,20,689070850,3,0.5714285714285714
[[164; 'linear']; [300; 'relu']; [300; 'linear']],mse,rmsprop,13,1289512345,3,0.7142857142857143
[[164; 'linear']; [300; 'relu']; [300; 'linear']],mse,rmsprop,20,2311586554,3,0.6964285714285714
[[164; 'linear']; [300; 'linear']; [108; 'relu']],mse,adam,13,369952267,3,0.6964285714285714
[[164; 'linear']; [300; 'linear']; [108; 'relu']],mse,adam,20,4044897706,3,0.625
[[164; 'linear']; [300; 'linear']; [108; 'relu']],mse,rmsprop,13,2392215137,3,0.6428571428571429
[[164; 'linear']; [300; 'linear']; [108; 'relu']],mse,rmsprop,20,798903575,3,0.6607142857142857
[[164; 'linear']; [300; 'linear']; [108; 'linear']],mse,adam,13,293568766,3,0.625
[[164; 'linear']; [300; 'linear']; [108; 'linear']],mse,adam,20,1560229475,3,0.6428571428571429
[[164; 'linear']; [300; 'linear']; [108; 'linear']],mse,rmsprop,13,1664647042,3,0.6071428571428571
[[164; 'linear']; [300; 'linear']; [108; 'linear']],mse,rmsprop,20,2227173775,3,0.6785714285714286
[[164; 'linear']; [300; 'linear']; [164; 'relu']],mse,adam,13,594311963,3,0.7321428571428571
[[164; 'linear']; [300; 'linear']; [164; 'relu']],mse,adam,20,680638169,3,0.7321428571428571
[[164; 'linear']; [300; 'linear']; [164; 'relu']],mse,rmsprop,13,2245890612,3,0.6785714285714286
[[164; 'linear']; [300; 'linear']; [164; 'relu']],mse,rmsprop,20,1693409245,3,0.6607142857142857
[[164; 'linear']; [300; 'linear']; [164; 'linear']],mse,adam,13,3473461441,3,0.5892857142857143
[[164; 'linear']; [300; 'linear']; [164; 'linear']],mse,adam,20,3607438431,3,0.7678571428571429
[[164; 'linear']; [300; 'linear']; [164; 'linear']],mse,rmsprop,13,4263188809,3,0.6428571428571429
[[164; 'linear']; [300; 'linear']; [164; 'linear']],mse,rmsprop,20,2394818786,3,0.5892857142857143
[[164; 'linear']; [300; 'linear']; [300; 'relu']],mse,adam,13,4105772496,3,0.6785714285714286
[[164; 'linear']; [300; 'linear']; [300; 'relu']],mse,adam,20,1659902876,3,0.7142857142857143
[[164; 'linear']; [300; 'linear']; [300; 'relu']],mse,rmsprop,13,1748073730,3,0.625
[[164; 'linear']; [300; 'linear']; [300; 'relu']],mse,rmsprop,20,3769961189,3,0.5357142857142857
[[164; 'linear']; [300; 'linear']; [300; 'linear']],mse,adam,13,818265351,3,0.6607142857142857
[[164; 'linear']; [300; 'linear']; [300; 'linear']],mse,adam,20,3715225257,3,0.5892857142857143
[[164; 'linear']; [300; 'linear']; [300; 'linear']],mse,rmsprop,13,276766241,3,0.6607142857142857
[[164; 'linear']; [300; 'linear']; [300; 'linear']],mse,rmsprop,20,1422026534,3,0.6607142857142857
[[300; 'relu']; [108; 'relu']; [108; 'relu']],mse,adam,13,314931440,3,0.6964285714285714
[[300; 'relu']; [108; 'relu']; [108; 'relu']],mse,adam,20,4289349036,3,0.7678571428571429
[[300; 'relu']; [108; 'relu']; [108; 'relu']],mse,rmsprop,13,268671719,3,0.7678571428571429
[[300; 'relu']; [108; 'relu']; [108; 'relu']],mse,rmsprop,20,2757981246,3,0.7142857142857143
[[300; 'relu']; [108; 'relu']; [108; 'linear']],mse,adam,13,1802474003,3,0.75
[[300; 'relu']; [108; 'relu']; [108; 'linear']],mse,adam,20,2817615602,3,0.7321428571428571
[[300; 'relu']; [108; 'relu']; [108; 'linear']],mse,rmsprop,13,2022125392,3,0.625
[[300; 'relu']; [108; 'relu']; [108; 'linear']],mse,rmsprop,20,2160419025,3,0.625
[[300; 'relu']; [108; 'relu']; [164; 'relu']],mse,adam,13,614143856,3,0.6785714285714286
[[300; 'relu']; [108; 'relu']; [164; 'relu']],mse,adam,20,685135869,3,0.5892857142857143
[[300; 'relu']; [108; 'relu']; [164; 'relu']],mse,rmsprop,13,2407477992,3,0.6607142857142857
[[300; 'relu']; [108; 'relu']; [164; 'relu']],mse,rmsprop,20,4079098194,3,0.6964285714285714
[[300; 'relu']; [108; 'relu']; [164; 'linear']],mse,adam,13,1616345118,3,0.7321428571428571
[[300; 'relu']; [108; 'relu']; [164; 'linear']],mse,adam,20,1925980168,3,0.6964285714285714
[[300; 'relu']; [108; 'relu']; [164; 'linear']],mse,rmsprop,13,2358513934,3,0.6785714285714286
[[300; 'relu']; [108; 'relu']; [164; 'linear']],mse,rmsprop,20,3925113331,3,0.6071428571428571
[[300; 'relu']; [108; 'relu']; [300; 'relu']],mse,adam,13,692639064,3,0.7857142857142857
[[300; 'relu']; [108; 'relu']; [300; 'relu']],mse,adam,20,1001970393,3,0.7142857142857143
[[300; 'relu']; [108; 'relu']; [300; 'relu']],mse,rmsprop,13,986675430,3,0.6964285714285714
[[300; 'relu']; [108; 'relu']; [300; 'relu']],mse,rmsprop,20,693119891,3,0.6964285714285714
[[300; 'relu']; [108; 'relu']; [300; 'linear']],mse,adam,13,2818622346,3,0.7678571428571429
[[300; 'relu']; [108; 'relu']; [300; 'linear']],mse,adam,20,2024643359,3,0.5714285714285714
[[300; 'relu']; [108; 'relu']; [300; 'linear']],mse,rmsprop,13,3031202766,3,0.5535714285714286
[[300; 'relu']; [108; 'relu']; [300; 'linear']],mse,rmsprop,20,2740082699,3,0.6071428571428571
[[300; 'relu']; [108; 'linear']; [108; 'relu']],mse,adam,13,1705547434,3,0.6964285714285714
[[300; 'relu']; [108; 'linear']; [108; 'relu']],mse,adam,20,2535615028,3,0.7321428571428571
[[300; 'relu']; [108; 'linear']; [108; 'relu']],mse,rmsprop,13,1514392536,3,0.625
[[300; 'relu']; [108; 'linear']; [108; 'relu']],mse,rmsprop,20,2680142557,3,0.6607142857142857
[[300; 'relu']; [108; 'linear']; [108; 'linear']],mse,adam,13,1281293807,3,0.6785714285714286
[[300; 'relu']; [108; 'linear']; [108; 'linear']],mse,adam,20,1163537830,3,0.7142857142857143
[[300; 'relu']; [108; 'linear']; [108; 'linear']],mse,rmsprop,13,2436453073,3,0.5714285714285714
[[300; 'relu']; [108; 'linear']; [108; 'linear']],mse,rmsprop,20,3194428492,3,0.6071428571428571
[[300; 'relu']; [108; 'linear']; [164; 'relu']],mse,adam,13,2613803894,3,0.7321428571428571
[[300; 'relu']; [108; 'linear']; [164; 'relu']],mse,adam,20,2087226447,3,0.7321428571428571
[[300; 'relu']; [108; 'linear']; [164; 'relu']],mse,rmsprop,13,2186811853,3,0.6607142857142857
[[300; 'relu']; [108; 'linear']; [164; 'relu']],mse,rmsprop,20,1445519511,3,0.8035714285714286
[[300; 'relu']; [108; 'linear']; [164; 'linear']],mse,adam,13,3979504884,3,0.6964285714285714
[[300; 'relu']; [108; 'linear']; [164; 'linear']],mse,adam,20,3886010202,3,0.625
[[300; 'relu']; [108; 'linear']; [164; 'linear']],mse,rmsprop,13,2911069912,3,0.6785714285714286
[[300; 'relu']; [108; 'linear']; [164; 'linear']],mse,rmsprop,20,163485891,3,0.625
[[300; 'relu']; [108; 'linear']; [300; 'relu']],mse,adam,13,2412430631,3,0.5892857142857143
[[300; 'relu']; [108; 'linear']; [300; 'relu']],mse,adam,20,2152712091,3,0.6428571428571429
[[300; 'relu']; [108; 'linear']; [300; 'relu']],mse,rmsprop,13,3285490803,3,0.48214285714285715
[[300; 'relu']; [108; 'linear']; [300; 'relu']],mse,rmsprop,20,3524711037,3,0.6607142857142857
[[300; 'relu']; [108; 'linear']; [300; 'linear']],mse,adam,13,3993494789,3,0.75
[[300; 'relu']; [108; 'linear']; [300; 'linear']],mse,adam,20,2649095854,3,0.6607142857142857
[[300; 'relu']; [108; 'linear']; [300; 'linear']],mse,rmsprop,13,3212262564,3,0.6785714285714286
[[300; 'relu']; [108; 'linear']; [300; 'linear']],mse,rmsprop,20,1055361851,3,0.6071428571428571
[[300; 'relu']; [164; 'relu']; [108; 'relu']],mse,adam,13,1874447674,3,0.6607142857142857
[[300; 'relu']; [164; 'relu']; [108; 'relu']],mse,adam,20,1515460196,3,0.6964285714285714
[[300; 'relu']; [164; 'relu']; [108; 'relu']],mse,rmsprop,13,2063977563,3,0.7857142857142857
[[300; 'relu']; [164; 'relu']; [108; 'relu']],mse,rmsprop,20,4000363944,3,0.5892857142857143
[[300; 'relu']; [164; 'relu']; [108; 'linear']],mse,adam,13,3631158994,3,0.6428571428571429
[[300; 'relu']; [164; 'relu']; [108; 'linear']],mse,adam,20,3341255555,3,0.6785714285714286
[[300; 'relu']; [164; 'relu']; [108; 'linear']],mse,rmsprop,13,2750094775,3,0.6785714285714286
[[300; 'relu']; [164; 'relu']; [108; 'linear']],mse,rmsprop,20,952444349,3,0.5892857142857143
[[300; 'relu']; [164; 'relu']; [164; 'relu']],mse,adam,13,157151034,3,0.6071428571428571
[[300; 'relu']; [164; 'relu']; [164; 'relu']],mse,adam,20,4244090503,3,0.6607142857142857
[[300; 'relu']; [164; 'relu']; [164; 'relu']],mse,rmsprop,13,914423073,3,0.6428571428571429
[[300; 'relu']; [164; 'relu']; [164; 'relu']],mse,rmsprop,20,3932314975,3,0.75
[[300; 'relu']; [164; 'relu']; [164; 'linear']],mse,adam,13,3499459912,3,0.6964285714285714
[[300; 'relu']; [164; 'relu']; [164; 'linear']],mse,adam,20,1533782275,3,0.6964285714285714
[[300; 'relu']; [164; 'relu']; [164; 'linear']],mse,rmsprop,13,76252324,3,0.7142857142857143
[[300; 'relu']; [164; 'relu']; [164; 'linear']],mse,rmsprop,20,2522489460,3,0.5714285714285714
[[300; 'relu']; [164; 'relu']; [300; 'relu']],mse,adam,13,119725434,3,0.6964285714285714
[[300; 'relu']; [164; 'relu']; [300; 'relu']],mse,adam,20,2143450121,3,0.7142857142857143
[[300; 'relu']; [164; 'relu']; [300; 'relu']],mse,rmsprop,13,2270120846,3,0.5357142857142857
[[300; 'relu']; [164; 'relu']; [300; 'relu']],mse,rmsprop,20,689621435,3,0.6607142857142857
[[300; 'relu']; [164; 'relu']; [300; 'linear']],mse,adam,13,1545641046,3,0.6607142857142857
[[300; 'relu']; [164; 'relu']; [300; 'linear']],mse,adam,20,700691066,3,0.6607142857142857
[[300; 'relu']; [164; 'relu']; [300; 'linear']],mse,rmsprop,13,2869000079,3,0.6428571428571429
[[300; 'relu']; [164; 'relu']; [300; 'linear']],mse,rmsprop,20,427084863,3,0.6607142857142857
[[300; 'relu']; [164; 'linear']; [108; 'relu']],mse,adam,13,808313397,3,0.625
[[300; 'relu']; [164; 'linear']; [108; 'relu']],mse,adam,20,2589316789,3,0.625
[[300; 'relu']; [164; 'linear']; [108; 'relu']],mse,rmsprop,13,2734675271,3,0.625
[[300; 'relu']; [164; 'linear']; [108; 'relu']],mse,rmsprop,20,1770770813,3,0.6428571428571429
[[300; 'relu']; [164; 'linear']; [108; 'linear']],mse,adam,13,3760137437,3,0.625
[[300; 'relu']; [164; 'linear']; [108; 'linear']],mse,adam,20,587617231,3,0.625
[[300; 'relu']; [164; 'linear']; [108; 'linear']],mse,rmsprop,13,2971147159,3,0.625
[[300; 'relu']; [164; 'linear']; [108; 'linear']],mse,rmsprop,20,3219922679,3,0.7142857142857143
[[300; 'relu']; [164; 'linear']; [164; 'relu']],mse,adam,13,685148775,3,0.7321428571428571
[[300; 'relu']; [164; 'linear']; [164; 'relu']],mse,adam,20,952138135,3,0.6964285714285714
[[300; 'relu']; [164; 'linear']; [164; 'relu']],mse,rmsprop,13,1649596513,3,0.5535714285714286
[[300; 'relu']; [164; 'linear']; [164; 'relu']],mse,rmsprop,20,4077162874,3,0.6607142857142857
[[300; 'relu']; [164; 'linear']; [164; 'linear']],mse,adam,13,2975196155,3,0.6428571428571429
[[300; 'relu']; [164; 'linear']; [164; 'linear']],mse,adam,20,2747788168,3,0.75
[[300; 'relu']; [164; 'linear']; [164; 'linear']],mse,rmsprop,13,3523675542,3,0.6964285714285714
[[300; 'relu']; [164; 'linear']; [164; 'linear']],mse,rmsprop,20,228330485,3,0.7678571428571429
[[300; 'relu']; [164; 'linear']; [300; 'relu']],mse,adam,13,3670312605,3,0.6785714285714286
[[300; 'relu']; [164; 'linear']; [300; 'relu']],mse,adam,20,3135519106,3,0.625
[[300; 'relu']; [164; 'linear']; [300; 'relu']],mse,rmsprop,13,986600653,3,0.7321428571428571
[[300; 'relu']; [164; 'linear']; [300; 'relu']],mse,rmsprop,20,4218072408,3,0.75
[[300; 'relu']; [164; 'linear']; [300; 'linear']],mse,adam,13,2211566771,3,0.6428571428571429
[[300; 'relu']; [164; 'linear']; [300; 'linear']],mse,adam,20,3948925429,3,0.6785714285714286
[[300; 'relu']; [164; 'linear']; [300; 'linear']],mse,rmsprop,13,788603172,3,0.5535714285714286
[[300; 'relu']; [164; 'linear']; [300; 'linear']],mse,rmsprop,20,2198256122,3,0.75
[[300; 'relu']; [300; 'relu']; [108; 'relu']],mse,adam,13,545619321,3,0.6071428571428571
[[300; 'relu']; [300; 'relu']; [108; 'relu']],mse,adam,20,748910610,3,0.6607142857142857
[[300; 'relu']; [300; 'relu']; [108; 'relu']],mse,rmsprop,13,853345622,3,0.7321428571428571
[[300; 'relu']; [300; 'relu']; [108; 'relu']],mse,rmsprop,20,4253572302,3,0.7142857142857143
[[300; 'relu']; [300; 'relu']; [108; 'linear']],mse,adam,13,3388137619,3,0.6607142857142857
[[300; 'relu']; [300; 'relu']; [108; 'linear']],mse,adam,20,1004077514,3,0.6785714285714286
[[300; 'relu']; [300; 'relu']; [108; 'linear']],mse,rmsprop,13,2982609206,3,0.5892857142857143
[[300; 'relu']; [300; 'relu']; [108; 'linear']],mse,rmsprop,20,512291629,3,0.6785714285714286
[[300; 'relu']; [300; 'relu']; [164; 'relu']],mse,adam,13,3030423711,3,0.6428571428571429
[[300; 'relu']; [300; 'relu']; [164; 'relu']],mse,adam,20,2284713637,3,0.625
[[300; 'relu']; [300; 'relu']; [164; 'relu']],mse,rmsprop,13,2576584543,3,0.625
[[300; 'relu']; [300; 'relu']; [164; 'relu']],mse,rmsprop,20,939770891,3,0.75
[[300; 'relu']; [300; 'relu']; [164; 'linear']],mse,adam,13,164647343,3,0.75
[[300; 'relu']; [300; 'relu']; [164; 'linear']],mse,adam,20,2874003928,3,0.6964285714285714
[[300; 'relu']; [300; 'relu']; [164; 'linear']],mse,rmsprop,13,2346698753,3,0.5714285714285714
[[300; 'relu']; [300; 'relu']; [164; 'linear']],mse,rmsprop,20,2499979382,3,0.6607142857142857
[[300; 'relu']; [300; 'relu']; [300; 'relu']],mse,adam,13,4082292424,3,0.6607142857142857
[[300; 'relu']; [300; 'relu']; [300; 'relu']],mse,adam,20,481286126,3,0.7678571428571429
[[300; 'relu']; [300; 'relu']; [300; 'relu']],mse,rmsprop,13,1080460742,3,0.6071428571428571
[[300; 'relu']; [300; 'relu']; [300; 'relu']],mse,rmsprop,20,3863840653,3,0.6785714285714286
[[300; 'relu']; [300; 'relu']; [300; 'linear']],mse,adam,13,611016848,3,0.75
[[300; 'relu']; [300; 'relu']; [300; 'linear']],mse,adam,20,4244768069,3,0.7678571428571429
[[300; 'relu']; [300; 'relu']; [300; 'linear']],mse,rmsprop,13,258856722,3,0.6785714285714286
[[300; 'relu']; [300; 'relu']; [300; 'linear']],mse,rmsprop,20,3182526873,3,0.6607142857142857
[[300; 'relu']; [300; 'linear']; [108; 'relu']],mse,adam,13,2208352790,3,0.6607142857142857
[[300; 'relu']; [300; 'linear']; [108; 'relu']],mse,adam,20,949803435,3,0.6071428571428571
[[300; 'relu']; [300; 'linear']; [108; 'relu']],mse,rmsprop,13,3266670555,3,0.6785714285714286
[[300; 'relu']; [300; 'linear']; [108; 'relu']],mse,rmsprop,20,3458622761,3,0.7142857142857143
[[300; 'relu']; [300; 'linear']; [108; 'linear']],mse,adam,13,4092196313,3,0.625
[[300; 'relu']; [300; 'linear']; [108; 'linear']],mse,adam,20,628354477,3,0.6428571428571429
[[300; 'relu']; [300; 'linear']; [108; 'linear']],mse,rmsprop,13,2014442050,3,0.6607142857142857
[[300; 'relu']; [300; 'linear']; [108; 'linear']],mse,rmsprop,20,2655983753,3,0.5892857142857143
[[300; 'relu']; [300; 'linear']; [164; 'relu']],mse,adam,13,1996465011,3,0.6785714285714286
[[300; 'relu']; [300; 'linear']; [164; 'relu']],mse,adam,20,795319548,3,0.6964285714285714
[[300; 'relu']; [300; 'linear']; [164; 'relu']],mse,rmsprop,13,1175244787,3,0.625
[[300; 'relu']; [300; 'linear']; [164; 'relu']],mse,rmsprop,20,3765258366,3,0.6785714285714286
[[300; 'relu']; [300; 'linear']; [164; 'linear']],mse,adam,13,2649422005,3,0.7321428571428571
[[300; 'relu']; [300; 'linear']; [164; 'linear']],mse,adam,20,3035082006,3,0.6071428571428571
[[300; 'relu']; [300; 'linear']; [164; 'linear']],mse,rmsprop,13,1537064327,3,0.5892857142857143
[[300; 'relu']; [300; 'linear']; [164; 'linear']],mse,rmsprop,20,3172597181,3,0.7321428571428571
[[300; 'relu']; [300; 'linear']; [300; 'relu']],mse,adam,13,1343332373,3,0.7142857142857143
[[300; 'relu']; [300; 'linear']; [300; 'relu']],mse,adam,20,2921931382,3,0.6785714285714286
[[300; 'relu']; [300; 'linear']; [300; 'relu']],mse,rmsprop,13,947815080,3,0.6607142857142857
[[300; 'relu']; [300; 'linear']; [300; 'relu']],mse,rmsprop,20,4237081285,3,0.5714285714285714
[[300; 'relu']; [300; 'linear']; [300; 'linear']],mse,adam,13,2614103530,3,0.7321428571428571
[[300; 'relu']; [300; 'linear']; [300; 'linear']],mse,adam,20,2995957082,3,0.5892857142857143
[[300; 'relu']; [300; 'linear']; [300; 'linear']],mse,rmsprop,13,2681922463,3,0.6428571428571429
[[300; 'relu']; [300; 'linear']; [300; 'linear']],mse,rmsprop,20,4218528420,3,0.7142857142857143
[[300; 'linear']; [108; 'relu']; [108; 'relu']],mse,adam,13,3645396350,3,0.6964285714285714
[[300; 'linear']; [108; 'relu']; [108; 'relu']],mse,adam,20,1523814124,3,0.625
[[300; 'linear']; [108; 'relu']; [108; 'relu']],mse,rmsprop,13,3986019822,3,0.6071428571428571
[[300; 'linear']; [108; 'relu']; [108; 'relu']],mse,rmsprop,20,3872710967,3,0.75
[[300; 'linear']; [108; 'relu']; [108; 'linear']],mse,adam,13,1537987251,3,0.6428571428571429
[[300; 'linear']; [108; 'relu']; [108; 'linear']],mse,adam,20,4253293953,3,0.75
[[300; 'linear']; [108; 'relu']; [108; 'linear']],mse,rmsprop,13,772174015,3,0.6071428571428571
[[300; 'linear']; [108; 'relu']; [108; 'linear']],mse,rmsprop,20,2790371570,3,0.6785714285714286
[[300; 'linear']; [108; 'relu']; [164; 'relu']],mse,adam,13,3945869887,3,0.6071428571428571
[[300; 'linear']; [108; 'relu']; [164; 'relu']],mse,adam,20,2096714220,3,0.7321428571428571
[[300; 'linear']; [108; 'relu']; [164; 'relu']],mse,rmsprop,13,384014667,3,0.5892857142857143
[[300; 'linear']; [108; 'relu']; [164; 'relu']],mse,rmsprop,20,1100244161,3,0.7321428571428571
[[300; 'linear']; [108; 'relu']; [164; 'linear']],mse,adam,13,1180293325,3,0.6785714285714286
[[300; 'linear']; [108; 'relu']; [164; 'linear']],mse,adam,20,478338920,3,0.6785714285714286
[[300; 'linear']; [108; 'relu']; [164; 'linear']],mse,rmsprop,13,3684004789,3,0.6964285714285714
[[300; 'linear']; [108; 'relu']; [164; 'linear']],mse,rmsprop,20,2523517737,3,0.6964285714285714
[[300; 'linear']; [108; 'relu']; [300; 'relu']],mse,adam,13,3334903363,3,0.6607142857142857
[[300; 'linear']; [108; 'relu']; [300; 'relu']],mse,adam,20,3110985153,3,0.75
[[300; 'linear']; [108; 'relu']; [300; 'relu']],mse,rmsprop,13,2540450803,3,0.6428571428571429
[[300; 'linear']; [108; 'relu']; [300; 'relu']],mse,rmsprop,20,1557392081,3,0.6785714285714286
[[300; 'linear']; [108; 'relu']; [300; 'linear']],mse,adam,13,1241474522,3,0.7321428571428571
[[300; 'linear']; [108; 'relu']; [300; 'linear']],mse,adam,20,976100261,3,0.5892857142857143
[[300; 'linear']; [108; 'relu']; [300; 'linear']],mse,rmsprop,13,708238175,3,0.5357142857142857
[[300; 'linear']; [108; 'relu']; [300; 'linear']],mse,rmsprop,20,137546731,3,0.75
[[300; 'linear']; [108; 'linear']; [108; 'relu']],mse,adam,13,2169000219,3,0.6607142857142857
[[300; 'linear']; [108; 'linear']; [108; 'relu']],mse,adam,20,3660398727,3,0.6964285714285714
[[300; 'linear']; [108; 'linear']; [108; 'relu']],mse,rmsprop,13,460920158,3,0.6785714285714286
[[300; 'linear']; [108; 'linear']; [108; 'relu']],mse,rmsprop,20,3245936427,3,0.6964285714285714
[[300; 'linear']; [108; 'linear']; [108; 'linear']],mse,adam,13,3676798246,3,0.6428571428571429
[[300; 'linear']; [108; 'linear']; [108; 'linear']],mse,adam,20,236752198,3,0.75
[[300; 'linear']; [108; 'linear']; [108; 'linear']],mse,rmsprop,13,1944759071,3,0.6785714285714286
[[300; 'linear']; [108; 'linear']; [108; 'linear']],mse,rmsprop,20,2546161970,3,0.625
[[300; 'linear']; [108; 'linear']; [164; 'relu']],mse,adam,13,2565537821,3,0.6607142857142857
[[300; 'linear']; [108; 'linear']; [164; 'relu']],mse,adam,20,1209368189,3,0.6785714285714286
[[300; 'linear']; [108; 'linear']; [164; 'relu']],mse,rmsprop,13,337095383,3,0.5892857142857143
[[300; 'linear']; [108; 'linear']; [164; 'relu']],mse,rmsprop,20,1902083035,3,0.6071428571428571
[[300; 'linear']; [108; 'linear']; [164; 'linear']],mse,adam,13,1075896453,3,0.6071428571428571
[[300; 'linear']; [108; 'linear']; [164; 'linear']],mse,adam,20,2459758561,3,0.6785714285714286
[[300; 'linear']; [108; 'linear']; [164; 'linear']],mse,rmsprop,13,2441797769,3,0.5357142857142857
[[300; 'linear']; [108; 'linear']; [164; 'linear']],mse,rmsprop,20,2263962037,3,0.6607142857142857
[[300; 'linear']; [108; 'linear']; [300; 'relu']],mse,adam,13,3771451986,3,0.6428571428571429
[[300; 'linear']; [108; 'linear']; [300; 'relu']],mse,adam,20,1832591311,3,0.7857142857142857
[[300; 'linear']; [108; 'linear']; [300; 'relu']],mse,rmsprop,13,3934554249,3,0.6428571428571429
[[300; 'linear']; [108; 'linear']; [300; 'relu']],mse,rmsprop,20,3879546632,3,0.6964285714285714
[[300; 'linear']; [108; 'linear']; [300; 'linear']],mse,adam,13,2339718965,3,0.625
[[300; 'linear']; [108; 'linear']; [300; 'linear']],mse,adam,20,1909227538,3,0.75
[[300; 'linear']; [108; 'linear']; [300; 'linear']],mse,rmsprop,13,1416548778,3,0.6071428571428571
[[300; 'linear']; [108; 'linear']; [300; 'linear']],mse,rmsprop,20,3537838382,3,0.6607142857142857
[[300; 'linear']; [164; 'relu']; [108; 'relu']],mse,adam,13,3186140861,3,0.6785714285714286
[[300; 'linear']; [164; 'relu']; [108; 'relu']],mse,adam,20,1053658422,3,0.5535714285714286
[[300; 'linear']; [164; 'relu']; [108; 'relu']],mse,rmsprop,13,2852027817,3,0.6428571428571429
[[300; 'linear']; [164; 'relu']; [108; 'relu']],mse,rmsprop,20,1800776335,3,0.6785714285714286
[[300; 'linear']; [164; 'relu']; [108; 'linear']],mse,adam,13,436925730,3,0.7142857142857143
[[300; 'linear']; [164; 'relu']; [108; 'linear']],mse,adam,20,3338843011,3,0.7321428571428571
[[300; 'linear']; [164; 'relu']; [108; 'linear']],mse,rmsprop,13,3236877029,3,0.6964285714285714
[[300; 'linear']; [164; 'relu']; [108; 'linear']],mse,rmsprop,20,1627493800,3,0.625
[[300; 'linear']; [164; 'relu']; [164; 'relu']],mse,adam,13,3477973026,3,0.8035714285714286
[[300; 'linear']; [164; 'relu']; [164; 'relu']],mse,adam,20,1995238662,3,0.7678571428571429
[[300; 'linear']; [164; 'relu']; [164; 'relu']],mse,rmsprop,13,371913648,3,0.625
[[300; 'linear']; [164; 'relu']; [164; 'relu']],mse,rmsprop,20,2516982311,3,0.7678571428571429
[[300; 'linear']; [164; 'relu']; [164; 'linear']],mse,adam,13,428101760,3,0.6785714285714286
[[300; 'linear']; [164; 'relu']; [164; 'linear']],mse,adam,20,1316355186,3,0.6964285714285714
[[300; 'linear']; [164; 'relu']; [164; 'linear']],mse,rmsprop,13,1112697859,3,0.5714285714285714
[[300; 'linear']; [164; 'relu']; [164; 'linear']],mse,rmsprop,20,652497660,3,0.7321428571428571
[[300; 'linear']; [164; 'relu']; [300; 'relu']],mse,adam,13,2954452460,3,0.6785714285714286
[[300; 'linear']; [164; 'relu']; [300; 'relu']],mse,adam,20,68582530,3,0.6071428571428571
[[300; 'linear']; [164; 'relu']; [300; 'relu']],mse,rmsprop,13,2925400379,3,0.5892857142857143
[[300; 'linear']; [164; 'relu']; [300; 'relu']],mse,rmsprop,20,3359793181,3,0.7142857142857143
[[300; 'linear']; [164; 'relu']; [300; 'linear']],mse,adam,13,2217375366,3,0.6785714285714286
[[300; 'linear']; [164; 'relu']; [300; 'linear']],mse,adam,20,497939429,3,0.7142857142857143
[[300; 'linear']; [164; 'relu']; [300; 'linear']],mse,rmsprop,13,3866010640,3,0.6964285714285714
[[300; 'linear']; [164; 'relu']; [300; 'linear']],mse,rmsprop,20,3077971188,3,0.7678571428571429
[[300; 'linear']; [164; 'linear']; [108; 'relu']],mse,adam,13,864600149,3,0.6785714285714286
[[300; 'linear']; [164; 'linear']; [108; 'relu']],mse,adam,20,162724967,3,0.6607142857142857
[[300; 'linear']; [164; 'linear']; [108; 'relu']],mse,rmsprop,13,4055816544,3,0.5892857142857143
