layerset,loss,optimizer,epoch,seed,layer,correct
[[108; 'linear']; [300; 'relu']; [300; 'linear']],mse,rmsprop,20,1822976922,3,0.6607142857142857
[[108; 'linear']; [300; 'linear']; [108; 'relu']],mse,adam,13,2497136580,3,0.6071428571428571
[[108; 'linear']; [300; 'linear']; [108; 'relu']],mse,adam,20,3640796350,3,0.7678571428571429
[[108; 'linear']; [300; 'linear']; [108; 'relu']],mse,rmsprop,13,2782561400,3,0.625
[[108; 'linear']; [300; 'linear']; [108; 'relu']],mse,rmsprop,20,3219745184,3,0.6428571428571429
[[108; 'linear']; [300; 'linear']; [108; 'linear']],mse,adam,13,3544856815,3,0.6785714285714286
[[108; 'linear']; [300; 'linear']; [108; 'linear']],mse,adam,20,809686902,3,0.7321428571428571
[[108; 'linear']; [300; 'linear']; [108; 'linear']],mse,rmsprop,13,1662150735,3,0.6428571428571429
[[108; 'linear']; [300; 'linear']; [108; 'linear']],mse,rmsprop,20,4175248895,3,0.6607142857142857
[[108; 'linear']; [300; 'linear']; [164; 'relu']],mse,adam,13,1386037087,3,0.6964285714285714
[[108; 'linear']; [300; 'linear']; [164; 'relu']],mse,adam,20,2025550397,3,0.6964285714285714
[[108; 'linear']; [300; 'linear']; [164; 'relu']],mse,rmsprop,13,3156634604,3,0.6607142857142857
[[108; 'linear']; [300; 'linear']; [164; 'relu']],mse,rmsprop,20,553904150,3,0.5357142857142857
[[108; 'linear']; [300; 'linear']; [164; 'linear']],mse,adam,13,3771299132,3,0.5714285714285714
[[108; 'linear']; [300; 'linear']; [164; 'linear']],mse,adam,20,2854264897,3,0.6428571428571429
[[108; 'linear']; [300; 'linear']; [164; 'linear']],mse,rmsprop,13,914021731,3,0.625
[[108; 'linear']; [300; 'linear']; [164; 'linear']],mse,rmsprop,20,3367724135,3,0.6607142857142857
[[108; 'linear']; [300; 'linear']; [300; 'relu']],mse,adam,13,3065656291,3,0.7678571428571429
[[108; 'linear']; [300; 'linear']; [300; 'relu']],mse,adam,20,4016505012,3,0.6964285714285714
[[108; 'linear']; [300; 'linear']; [300; 'relu']],mse,rmsprop,13,1138461734,3,0.7142857142857143
[[108; 'linear']; [300; 'linear']; [300; 'relu']],mse,rmsprop,20,4131125100,3,0.7142857142857143
[[108; 'linear']; [300; 'linear']; [300; 'linear']],mse,adam,13,2295969706,3,0.6785714285714286
[[108; 'linear']; [300; 'linear']; [300; 'linear']],mse,adam,20,4143947502,3,0.6428571428571429
[[108; 'linear']; [300; 'linear']; [300; 'linear']],mse,rmsprop,13,3439936959,3,0.7142857142857143
[[108; 'linear']; [300; 'linear']; [300; 'linear']],mse,rmsprop,20,1286263423,3,0.5892857142857143
[[164; 'relu']; [108; 'relu']; [108; 'relu']],mse,adam,13,427013697,3,0.7321428571428571
[[164; 'relu']; [108; 'relu']; [108; 'relu']],mse,adam,20,2185207923,3,0.6785714285714286
[[164; 'relu']; [108; 'relu']; [108; 'relu']],mse,rmsprop,13,2232599930,3,0.6785714285714286
[[164; 'relu']; [108; 'relu']; [108; 'relu']],mse,rmsprop,20,178901850,3,0.6785714285714286
[[164; 'relu']; [108; 'relu']; [108; 'linear']],mse,adam,13,64236441,3,0.6428571428571429
[[164; 'relu']; [108; 'relu']; [108; 'linear']],mse,adam,20,2287654401,3,0.6607142857142857
[[164; 'relu']; [108; 'relu']; [108; 'linear']],mse,rmsprop,13,1401881370,3,0.625
[[164; 'relu']; [108; 'relu']; [108; 'linear']],mse,rmsprop,20,3402395539,3,0.6071428571428571
[[164; 'relu']; [108; 'relu']; [164; 'relu']],mse,adam,13,1108713012,3,0.7321428571428571
[[164; 'relu']; [108; 'relu']; [164; 'relu']],mse,adam,20,3216576693,3,0.7142857142857143
[[164; 'relu']; [108; 'relu']; [164; 'relu']],mse,rmsprop,13,398328919,3,0.7142857142857143
[[164; 'relu']; [108; 'relu']; [164; 'relu']],mse,rmsprop,20,3895646763,3,0.6607142857142857
[[164; 'relu']; [108; 'relu']; [164; 'linear']],mse,adam,13,3043305420,3,0.6964285714285714
[[164; 'relu']; [108; 'relu']; [164; 'linear']],mse,adam,20,3531455048,3,0.6428571428571429
[[164; 'relu']; [108; 'relu']; [164; 'linear']],mse,rmsprop,13,2725779988,3,0.625
[[164; 'relu']; [108; 'relu']; [164; 'linear']],mse,rmsprop,20,2534329434,3,0.625
[[164; 'relu']; [108; 'relu']; [300; 'relu']],mse,adam,13,3013638418,3,0.6428571428571429
[[164; 'relu']; [108; 'relu']; [300; 'relu']],mse,adam,20,2039275248,3,0.75
[[164; 'relu']; [108; 'relu']; [300; 'relu']],mse,rmsprop,13,2049969604,3,0.75
[[164; 'relu']; [108; 'relu']; [300; 'relu']],mse,rmsprop,20,1633645250,3,0.7678571428571429
[[164; 'relu']; [108; 'relu']; [300; 'linear']],mse,adam,13,4294156657,3,0.6607142857142857
[[164; 'relu']; [108; 'relu']; [300; 'linear']],mse,adam,20,2434427717,3,0.6785714285714286
[[164; 'relu']; [108; 'relu']; [300; 'linear']],mse,rmsprop,13,3045054054,3,0.6071428571428571
[[164; 'relu']; [108; 'relu']; [300; 'linear']],mse,rmsprop,20,465606891,3,0.6071428571428571
[[164; 'relu']; [108; 'linear']; [108; 'relu']],mse,adam,13,3280201034,3,0.7142857142857143
[[164; 'relu']; [108; 'linear']; [108; 'relu']],mse,adam,20,1369078159,3,0.6428571428571429
[[164; 'relu']; [108; 'linear']; [108; 'relu']],mse,rmsprop,13,340885967,3,0.6964285714285714
[[164; 'relu']; [108; 'linear']; [108; 'relu']],mse,rmsprop,20,1677402091,3,0.6964285714285714
[[164; 'relu']; [108; 'linear']; [108; 'linear']],mse,adam,13,1480812475,3,0.625
[[164; 'relu']; [108; 'linear']; [108; 'linear']],mse,adam,20,1205173097,3,0.7142857142857143
[[164; 'relu']; [108; 'linear']; [108; 'linear']],mse,rmsprop,13,590209712,3,0.5892857142857143
[[164; 'relu']; [108; 'linear']; [108; 'linear']],mse,rmsprop,20,2192550845,3,0.6607142857142857
[[164; 'relu']; [108; 'linear']; [164; 'relu']],mse,adam,13,953367844,3,0.7321428571428571
[[164; 'relu']; [108; 'linear']; [164; 'relu']],mse,adam,20,3072839074,3,0.7857142857142857
[[164; 'relu']; [108; 'linear']; [164; 'relu']],mse,rmsprop,13,1056709308,3,0.6785714285714286
[[164; 'relu']; [108; 'linear']; [164; 'relu']],mse,rmsprop,20,613846783,3,0.6428571428571429
[[164; 'relu']; [108; 'linear']; [164; 'linear']],mse,adam,13,206614841,3,0.6428571428571429
[[164; 'relu']; [108; 'linear']; [164; 'linear']],mse,adam,20,3862107260,3,0.7321428571428571
[[164; 'relu']; [108; 'linear']; [164; 'linear']],mse,rmsprop,13,4195721038,3,0.5892857142857143
[[164; 'relu']; [108; 'linear']; [164; 'linear']],mse,rmsprop,20,2811887770,3,0.6607142857142857
[[164; 'relu']; [108; 'linear']; [300; 'relu']],mse,adam,13,2258900084,3,0.7678571428571429
[[164; 'relu']; [108; 'linear']; [300; 'relu']],mse,adam,20,3511134901,3,0.75
[[164; 'relu']; [108; 'linear']; [300; 'relu']],mse,rmsprop,13,2476078399,3,0.6428571428571429
[[164; 'relu']; [108; 'linear']; [300; 'relu']],mse,rmsprop,20,483066187,3,0.6964285714285714
[[164; 'relu']; [108; 'linear']; [300; 'linear']],mse,adam,13,1877434243,3,0.6964285714285714
[[164; 'relu']; [108; 'linear']; [300; 'linear']],mse,adam,20,179273499,3,0.6785714285714286
[[164; 'relu']; [108; 'linear']; [300; 'linear']],mse,rmsprop,13,85597492,3,0.5714285714285714
[[164; 'relu']; [108; 'linear']; [300; 'linear']],mse,rmsprop,20,3702639748,3,0.6071428571428571
[[164; 'relu']; [164; 'relu']; [108; 'relu']],mse,adam,13,1365026328,3,0.6428571428571429
[[164; 'relu']; [164; 'relu']; [108; 'relu']],mse,adam,20,185254239,3,0.6071428571428571
[[164; 'relu']; [164; 'relu']; [108; 'relu']],mse,rmsprop,13,4244710999,3,0.6428571428571429
[[164; 'relu']; [164; 'relu']; [108; 'relu']],mse,rmsprop,20,1228123537,3,0.7142857142857143
[[164; 'relu']; [164; 'relu']; [108; 'linear']],mse,adam,13,3670487675,3,0.6428571428571429
[[164; 'relu']; [164; 'relu']; [108; 'linear']],mse,adam,20,568952228,3,0.7142857142857143
[[164; 'relu']; [164; 'relu']; [108; 'linear']],mse,rmsprop,13,1677712120,3,0.6785714285714286
[[164; 'relu']; [164; 'relu']; [108; 'linear']],mse,rmsprop,20,3601644124,3,0.7857142857142857
[[164; 'relu']; [164; 'relu']; [164; 'relu']],mse,adam,13,3886408308,3,0.7321428571428571
[[164; 'relu']; [164; 'relu']; [164; 'relu']],mse,adam,20,1766047812,3,0.75
[[164; 'relu']; [164; 'relu']; [164; 'relu']],mse,rmsprop,13,3807173903,3,0.6964285714285714
[[164; 'relu']; [164; 'relu']; [164; 'relu']],mse,rmsprop,20,4064860741,3,0.6964285714285714
[[164; 'relu']; [164; 'relu']; [164; 'linear']],mse,adam,13,813605777,3,0.7678571428571429
[[164; 'relu']; [164; 'relu']; [164; 'linear']],mse,adam,20,2204460878,3,0.5892857142857143
[[164; 'relu']; [164; 'relu']; [164; 'linear']],mse,rmsprop,13,828625313,3,0.7142857142857143
[[164; 'relu']; [164; 'relu']; [164; 'linear']],mse,rmsprop,20,2805022168,3,0.7142857142857143
[[164; 'relu']; [164; 'relu']; [300; 'relu']],mse,adam,13,1715143961,3,0.6964285714285714
[[164; 'relu']; [164; 'relu']; [300; 'relu']],mse,adam,20,1901017476,3,0.75
[[164; 'relu']; [164; 'relu']; [300; 'relu']],mse,rmsprop,13,3020828859,3,0.6428571428571429
[[164; 'relu']; [164; 'relu']; [300; 'relu']],mse,rmsprop,20,811025967,3,0.6428571428571429
[[164; 'relu']; [164; 'relu']; [300; 'linear']],mse,adam,13,373280989,3,0.6964285714285714
[[164; 'relu']; [164; 'relu']; [300; 'linear']],mse,adam,20,2700025854,3,0.7321428571428571
[[164; 'relu']; [164; 'relu']; [300; 'linear']],mse,rmsprop,13,2916788501,3,0.6785714285714286
[[164; 'relu']; [164; 'relu']; [300; 'linear']],mse,rmsprop,20,2084877029,3,0.75
[[164; 'relu']; [164; 'linear']; [108; 'relu']],mse,adam,13,118481627,3,0.6428571428571429
[[164; 'relu']; [164; 'linear']; [108; 'relu']],mse,adam,20,1349646247,3,0.6964285714285714
[[164; 'relu']; [164; 'linear']; [108; 'relu']],mse,rmsprop,13,1856634354,3,0.7142857142857143
[[164; 'relu']; [164; 'linear']; [108; 'relu']],mse,rmsprop,20,3585001383,3,0.6964285714285714
[[164; 'relu']; [164; 'linear']; [108; 'linear']],mse,adam,13,2953766986,3,0.7142857142857143
[[164; 'relu']; [164; 'linear']; [108; 'linear']],mse,adam,20,843857314,3,0.7678571428571429
[[164; 'relu']; [164; 'linear']; [108; 'linear']],mse,rmsprop,13,1012415446,3,0.6607142857142857
[[164; 'relu']; [164; 'linear']; [108; 'linear']],mse,rmsprop,20,399920446,3,0.6071428571428571
[[164; 'relu']; [164; 'linear']; [164; 'relu']],mse,adam,13,283242351,3,0.7142857142857143
[[164; 'relu']; [164; 'linear']; [164; 'relu']],mse,adam,20,1229825247,3,0.625
[[164; 'relu']; [164; 'linear']; [164; 'relu']],mse,rmsprop,13,1708684060,3,0.625
[[164; 'relu']; [164; 'linear']; [164; 'relu']],mse,rmsprop,20,4017407340,3,0.6964285714285714
[[164; 'relu']; [164; 'linear']; [164; 'linear']],mse,adam,13,2557698628,3,0.6428571428571429
[[164; 'relu']; [164; 'linear']; [164; 'linear']],mse,adam,20,1567066901,3,0.6785714285714286
[[164; 'relu']; [164; 'linear']; [164; 'linear']],mse,rmsprop,13,4241818433,3,0.7321428571428571
[[164; 'relu']; [164; 'linear']; [164; 'linear']],mse,rmsprop,20,2815695456,3,0.6785714285714286
[[164; 'relu']; [164; 'linear']; [300; 'relu']],mse,adam,13,2995170666,3,0.6964285714285714
[[164; 'relu']; [164; 'linear']; [300; 'relu']],mse,adam,20,3192961405,3,0.6428571428571429
[[164; 'relu']; [164; 'linear']; [300; 'relu']],mse,rmsprop,13,4284545709,3,0.625
[[164; 'relu']; [164; 'linear']; [300; 'relu']],mse,rmsprop,20,2663467718,3,0.6785714285714286
[[164; 'relu']; [164; 'linear']; [300; 'linear']],mse,adam,13,2917835379,3,0.5892857142857143
[[164; 'relu']; [164; 'linear']; [300; 'linear']],mse,adam,20,3038391314,3,0.6428571428571429
[[164; 'relu']; [164; 'linear']; [300; 'linear']],mse,rmsprop,13,2999237707,3,0.6428571428571429
[[164; 'relu']; [164; 'linear']; [300; 'linear']],mse,rmsprop,20,99573817,3,0.625
[[164; 'relu']; [300; 'relu']; [108; 'relu']],mse,adam,13,27048930,3,0.6607142857142857
[[164; 'relu']; [300; 'relu']; [108; 'relu']],mse,adam,20,1681259340,3,0.6607142857142857
[[164; 'relu']; [300; 'relu']; [108; 'relu']],mse,rmsprop,13,1869536404,3,0.5714285714285714
[[164; 'relu']; [300; 'relu']; [108; 'relu']],mse,rmsprop,20,1567848602,3,0.6607142857142857
[[164; 'relu']; [300; 'relu']; [108; 'linear']],mse,adam,13,2340998860,3,0.6964285714285714
[[164; 'relu']; [300; 'relu']; [108; 'linear']],mse,adam,20,1121953076,3,0.625
[[164; 'relu']; [300; 'relu']; [108; 'linear']],mse,rmsprop,13,1859763769,3,0.6607142857142857
[[164; 'relu']; [300; 'relu']; [108; 'linear']],mse,rmsprop,20,2043597553,3,0.7321428571428571
[[164; 'relu']; [300; 'relu']; [164; 'relu']],mse,adam,13,3777292982,3,0.5178571428571429
[[164; 'relu']; [300; 'relu']; [164; 'relu']],mse,adam,20,1388054260,3,0.7678571428571429
[[164; 'relu']; [300; 'relu']; [164; 'relu']],mse,rmsprop,13,6527433,3,0.625
[[164; 'relu']; [300; 'relu']; [164; 'relu']],mse,rmsprop,20,3613960832,3,0.6428571428571429
[[164; 'relu']; [300; 'relu']; [164; 'linear']],mse,adam,13,1207172232,3,0.75
[[164; 'relu']; [300; 'relu']; [164; 'linear']],mse,adam,20,1010568874,3,0.7857142857142857
[[164; 'relu']; [300; 'relu']; [164; 'linear']],mse,rmsprop,13,990412373,3,0.5892857142857143
[[164; 'relu']; [300; 'relu']; [164; 'linear']],mse,rmsprop,20,451780796,3,0.6428571428571429
[[164; 'relu']; [300; 'relu']; [300; 'relu']],mse,adam,13,30702868,3,0.6607142857142857
[[164; 'relu']; [300; 'relu']; [300; 'relu']],mse,adam,20,1995746717,3,0.6428571428571429
[[164; 'relu']; [300; 'relu']; [300; 'relu']],mse,rmsprop,13,2903443360,3,0.625
[[164; 'relu']; [300; 'relu']; [300; 'relu']],mse,rmsprop,20,3925775764,3,0.7857142857142857
[[164; 'relu']; [300; 'relu']; [300; 'linear']],mse,adam,13,3275193753,3,0.5714285714285714
[[164; 'relu']; [300; 'relu']; [300; 'linear']],mse,adam,20,2236551940,3,0.7321428571428571
[[164; 'relu']; [300; 'relu']; [300; 'linear']],mse,rmsprop,13,3419399126,3,0.6785714285714286
[[164; 'relu']; [300; 'relu']; [300; 'linear']],mse,rmsprop,20,3284451787,3,0.7142857142857143
[[164; 'relu']; [300; 'linear']; [108; 'relu']],mse,adam,13,1208726465,3,0.6607142857142857
[[164; 'relu']; [300; 'linear']; [108; 'relu']],mse,adam,20,2681219204,3,0.6607142857142857
[[164; 'relu']; [300; 'linear']; [108; 'relu']],mse,rmsprop,13,3321922374,3,0.6428571428571429
[[164; 'relu']; [300; 'linear']; [108; 'relu']],mse,rmsprop,20,3039327441,3,0.7142857142857143
[[164; 'relu']; [300; 'linear']; [108; 'linear']],mse,adam,13,3943715039,3,0.7678571428571429
[[164; 'relu']; [300; 'linear']; [108; 'linear']],mse,adam,20,1630435015,3,0.6428571428571429
[[164; 'relu']; [300; 'linear']; [108; 'linear']],mse,rmsprop,13,778779220,3,0.6607142857142857
[[164; 'relu']; [300; 'linear']; [108; 'linear']],mse,rmsprop,20,1465842967,3,0.6071428571428571
[[164; 'relu']; [300; 'linear']; [164; 'relu']],mse,adam,13,2714207975,3,0.6964285714285714
[[164; 'relu']; [300; 'linear']; [164; 'relu']],mse,adam,20,1564226411,3,0.7678571428571429
[[164; 'relu']; [300; 'linear']; [164; 'relu']],mse,rmsprop,13,779534843,3,0.625
[[164; 'relu']; [300; 'linear']; [164; 'relu']],mse,rmsprop,20,1159348318,3,0.6785714285714286
[[164; 'relu']; [300; 'linear']; [164; 'linear']],mse,adam,13,2969409409,3,0.625
[[164; 'relu']; [300; 'linear']; [164; 'linear']],mse,adam,20,3346643859,3,0.7142857142857143
[[164; 'relu']; [300; 'linear']; [164; 'linear']],mse,rmsprop,13,2076264076,3,0.625
[[164; 'relu']; [300; 'linear']; [164; 'linear']],mse,rmsprop,20,3149180400,3,0.7142857142857143
[[164; 'relu']; [300; 'linear']; [300; 'relu']],mse,adam,13,602607544,3,0.7678571428571429
[[164; 'relu']; [300; 'linear']; [300; 'relu']],mse,adam,20,3797610452,3,0.6428571428571429
[[164; 'relu']; [300; 'linear']; [300; 'relu']],mse,rmsprop,13,617590388,3,0.625
[[164; 'relu']; [300; 'linear']; [300; 'relu']],mse,rmsprop,20,2950257783,3,0.6607142857142857
[[164; 'relu']; [300; 'linear']; [300; 'linear']],mse,adam,13,657308979,3,0.6428571428571429
[[164; 'relu']; [300; 'linear']; [300; 'linear']],mse,adam,20,1369874343,3,0.7321428571428571
[[164; 'relu']; [300; 'linear']; [300; 'linear']],mse,rmsprop,13,2695424133,3,0.6785714285714286
[[164; 'relu']; [300; 'linear']; [300; 'linear']],mse,rmsprop,20,1951389065,3,0.625
[[164; 'linear']; [108; 'relu']; [108; 'relu']],mse,adam,13,2693067242,3,0.6964285714285714
[[164; 'linear']; [108; 'relu']; [108; 'relu']],mse,adam,20,1047923396,3,0.7142857142857143
[[164; 'linear']; [108; 'relu']; [108; 'relu']],mse,rmsprop,13,3442558876,3,0.6428571428571429
[[164; 'linear']; [108; 'relu']; [108; 'relu']],mse,rmsprop,20,3008661177,3,0.625
[[164; 'linear']; [108; 'relu']; [108; 'linear']],mse,adam,13,2833204320,3,0.7142857142857143
[[164; 'linear']; [108; 'relu']; [108; 'linear']],mse,adam,20,187264915,3,0.7321428571428571
[[164; 'linear']; [108; 'relu']; [108; 'linear']],mse,rmsprop,13,1777725151,3,0.6428571428571429
[[164; 'linear']; [108; 'relu']; [108; 'linear']],mse,rmsprop,20,698888417,3,0.6964285714285714
[[164; 'linear']; [108; 'relu']; [164; 'relu']],mse,adam,13,1486344374,3,0.6785714285714286
[[164; 'linear']; [108; 'relu']; [164; 'relu']],mse,adam,20,538995377,3,0.6964285714285714
[[164; 'linear']; [108; 'relu']; [164; 'relu']],mse,rmsprop,13,194678277,3,0.625
[[164; 'linear']; [108; 'relu']; [164; 'relu']],mse,rmsprop,20,339705614,3,0.625
[[164; 'linear']; [108; 'relu']; [164; 'linear']],mse,adam,13,3811780812,3,0.6785714285714286
[[164; 'linear']; [108; 'relu']; [164; 'linear']],mse,adam,20,3813172890,3,0.7142857142857143
[[164; 'linear']; [108; 'relu']; [164; 'linear']],mse,rmsprop,13,1531037119,3,0.6428571428571429
[[164; 'linear']; [108; 'relu']; [164; 'linear']],mse,rmsprop,20,2736864801,3,0.5714285714285714
[[164; 'linear']; [108; 'relu']; [300; 'relu']],mse,adam,13,1034502815,3,0.6964285714285714
[[164; 'linear']; [108; 'relu']; [300; 'relu']],mse,adam,20,3994382455,3,0.7321428571428571
[[164; 'linear']; [108; 'relu']; [300; 'relu']],mse,rmsprop,13,2857450192,3,0.6785714285714286
[[164; 'linear']; [108; 'relu']; [300; 'relu']],mse,rmsprop,20,1420021548,3,0.6785714285714286
[[164; 'linear']; [108; 'relu']; [300; 'linear']],mse,adam,13,3130045892,3,0.625
[[164; 'linear']; [108; 'relu']; [300; 'linear']],mse,adam,20,571182708,3,0.6428571428571429
[[164; 'linear']; [108; 'relu']; [300; 'linear']],mse,rmsprop,13,3682988026,3,0.625
[[164; 'linear']; [108; 'relu']; [300; 'linear']],mse,rmsprop,20,3376294894,3,0.6607142857142857
[[164; 'linear']; [108; 'linear']; [108; 'relu']],mse,adam,13,907375434,3,0.6607142857142857
[[164; 'linear']; [108; 'linear']; [108; 'relu']],mse,adam,20,702071936,3,0.6607142857142857
[[164; 'linear']; [108; 'linear']; [108; 'relu']],mse,rmsprop,13,453226703,3,0.6964285714285714
[[164; 'linear']; [108; 'linear']; [108; 'relu']],mse,rmsprop,20,1560743677,3,0.6428571428571429
[[164; 'linear']; [108; 'linear']; [108; 'linear']],mse,adam,13,1961403289,3,0.625
[[164; 'linear']; [108; 'linear']; [108; 'linear']],mse,adam,20,131297969,3,0.6428571428571429
[[164; 'linear']; [108; 'linear']; [108; 'linear']],mse,rmsprop,13,31455537,3,0.6607142857142857
[[164; 'linear']; [108; 'linear']; [108; 'linear']],mse,rmsprop,20,1172624817,3,0.6071428571428571
[[164; 'linear']; [108; 'linear']; [164; 'relu']],mse,adam,13,4046891832,3,0.6607142857142857
[[164; 'linear']; [108; 'linear']; [164; 'relu']],mse,adam,20,916219630,3,0.6607142857142857
[[164; 'linear']; [108; 'linear']; [164; 'relu']],mse,rmsprop,13,1590841008,3,0.5
[[164; 'linear']; [108; 'linear']; [164; 'relu']],mse,rmsprop,20,2012117541,3,0.6607142857142857
[[164; 'linear']; [108; 'linear']; [164; 'linear']],mse,adam,13,1231597055,3,0.7321428571428571
[[164; 'linear']; [108; 'linear']; [164; 'linear']],mse,adam,20,3342834239,3,0.7857142857142857
[[164; 'linear']; [108; 'linear']; [164; 'linear']],mse,rmsprop,13,1459844112,3,0.6964285714285714
[[164; 'linear']; [108; 'linear']; [164; 'linear']],mse,rmsprop,20,2821817214,3,0.625
[[164; 'linear']; [108; 'linear']; [300; 'relu']],mse,adam,13,3280695566,3,0.75
[[164; 'linear']; [108; 'linear']; [300; 'relu']],mse,adam,20,2361941684,3,0.5714285714285714
[[164; 'linear']; [108; 'linear']; [300; 'relu']],mse,rmsprop,13,3062281927,3,0.6964285714285714
[[164; 'linear']; [108; 'linear']; [300; 'relu']],mse,rmsprop,20,982310657,3,0.48214285714285715
[[164; 'linear']; [108; 'linear']; [300; 'linear']],mse,adam,13,66787501,3,0.6785714285714286
[[164; 'linear']; [108; 'linear']; [300; 'linear']],mse,adam,20,2067787079,3,0.6071428571428571
[[164; 'linear']; [108; 'linear']; [300; 'linear']],mse,rmsprop,13,1069952845,3,0.6071428571428571
[[164; 'linear']; [108; 'linear']; [300; 'linear']],mse,rmsprop,20,2221164336,3,0.6428571428571429
[[164; 'linear']; [164; 'relu']; [108; 'relu']],mse,adam,13,2593807838,3,0.6964285714285714
[[164; 'linear']; [164; 'relu']; [108; 'relu']],mse,adam,20,1365111111,3,0.6071428571428571
[[164; 'linear']; [164; 'relu']; [108; 'relu']],mse,rmsprop,13,1532678099,3,0.6071428571428571
[[164; 'linear']; [164; 'relu']; [108; 'relu']],mse,rmsprop,20,457406229,3,0.6428571428571429
[[164; 'linear']; [164; 'relu']; [108; 'linear']],mse,adam,13,4108099341,3,0.6428571428571429
[[164; 'linear']; [164; 'relu']; [108; 'linear']],mse,adam,20,3233419699,3,0.5714285714285714
[[164; 'linear']; [164; 'relu']; [108; 'linear']],mse,rmsprop,13,4053361719,3,0.5892857142857143
[[164; 'linear']; [164; 'relu']; [108; 'linear']],mse,rmsprop,20,661032346,3,0.5892857142857143
[[164; 'linear']; [164; 'relu']; [164; 'relu']],mse,adam,13,3844677615,3,0.625
[[164; 'linear']; [164; 'relu']; [164; 'relu']],mse,adam,20,1504824638,3,0.75
[[164; 'linear']; [164; 'relu']; [164; 'relu']],mse,rmsprop,13,1252890313,3,0.6964285714285714
[[164; 'linear']; [164; 'relu']; [164; 'relu']],mse,rmsprop,20,519540129,3,0.6071428571428571
[[164; 'linear']; [164; 'relu']; [164; 'linear']],mse,adam,13,3692797062,3,0.5535714285714286
[[164; 'linear']; [164; 'relu']; [164; 'linear']],mse,adam,20,2348188298,3,0.7678571428571429
[[164; 'linear']; [164; 'relu']; [164; 'linear']],mse,rmsprop,13,219667703,3,0.625
[[164; 'linear']; [164; 'relu']; [164; 'linear']],mse,rmsprop,20,3408892591,3,0.6964285714285714
[[164; 'linear']; [164; 'relu']; [300; 'relu']],mse,adam,13,3096931260,3,0.6964285714285714
[[164; 'linear']; [164; 'relu']; [300; 'relu']],mse,adam,20,757265565,3,0.7142857142857143
[[164; 'linear']; [164; 'relu']; [300; 'relu']],mse,rmsprop,13,729802902,3,0.6428571428571429
[[164; 'linear']; [164; 'relu']; [300; 'relu']],mse,rmsprop,20,1682959826,3,0.5357142857142857
[[164; 'linear']; [164; 'relu']; [300; 'linear']],mse,adam,13,2124721840,3,0.6428571428571429
[[164; 'linear']; [164; 'relu']; [300; 'linear']],mse,adam,20,2629107687,3,0.7857142857142857
[[164; 'linear']; [164; 'relu']; [300; 'linear']],mse,rmsprop,13,3648965492,3,0.6785714285714286
[[164; 'linear']; [164; 'relu']; [300; 'linear']],mse,rmsprop,20,3504107753,3,0.6071428571428571
[[164; 'linear']; [164; 'linear']; [108; 'relu']],mse,adam,13,2087283038,3,0.6428571428571429
[[164; 'linear']; [164; 'linear']; [108; 'relu']],mse,adam,20,2536537826,3,0.6071428571428571
[[164; 'linear']; [164; 'linear']; [108; 'relu']],mse,rmsprop,13,492811026,3,0.5357142857142857
[[164; 'linear']; [164; 'linear']; [108; 'relu']],mse,rmsprop,20,3472675128,3,0.6428571428571429
[[164; 'linear']; [164; 'linear']; [108; 'linear']],mse,adam,13,711444157,3,0.6071428571428571
[[164; 'linear']; [164; 'linear']; [108; 'linear']],mse,adam,20,2474078502,3,0.7142857142857143
[[164; 'linear']; [164; 'linear']; [108; 'linear']],mse,rmsprop,13,240049216,3,0.6785714285714286
[[164; 'linear']; [164; 'linear']; [108; 'linear']],mse,rmsprop,20,1003915981,3,0.6607142857142857
[[164; 'linear']; [164; 'linear']; [164; 'relu']],mse,adam,13,2682328259,3,0.6785714285714286
[[164; 'linear']; [164; 'linear']; [164; 'relu']],mse,adam,20,1069708193,3,0.6071428571428571
[[164; 'linear']; [164; 'linear']; [164; 'relu']],mse,rmsprop,13,3253756726,3,0.625
[[164; 'linear']; [164; 'linear']; [164; 'relu']],mse,rmsprop,20,569710027,3,0.5892857142857143
[[164; 'linear']; [164; 'linear']; [164; 'linear']],mse,adam,13,1295886772,3,0.7142857142857143
[[164; 'linear']; [164; 'linear']; [164; 'linear']],mse,adam,20,3018565416,3,0.6785714285714286
[[164; 'linear']; [164; 'linear']; [164; 'linear']],mse,rmsprop,13,3801146392,3,0.8392857142857143
[[164; 'linear']; [164; 'linear']; [164; 'linear']],mse,rmsprop,20,2319965665,3,0.6607142857142857
[[164; 'linear']; [164; 'linear']; [300; 'relu']],mse,adam,13,709831468,3,0.625
[[164; 'linear']; [164; 'linear']; [300; 'relu']],mse,adam,20,1527980281,3,0.6785714285714286
[[164; 'linear']; [164; 'linear']; [300; 'relu']],mse,rmsprop,13,3369233826,3,0.6607142857142857
[[164; 'linear']; [164; 'linear']; [300; 'relu']],mse,rmsprop,20,548991115,3,0.625
[[164; 'linear']; [164; 'linear']; [300; 'linear']],mse,adam,13,2351507576,3,0.5535714285714286
[[164; 'linear']; [164; 'linear']; [300; 'linear']],mse,adam,20,4158891459,3,0.6964285714285714
[[164; 'linear']; [164; 'linear']; [300; 'linear']],mse,rmsprop,13,1419695547,3,0.5357142857142857
[[164; 'linear']; [164; 'linear']; [300; 'linear']],mse,rmsprop,20,3945736975,3,0.5892857142857143
[[164; 'linear']; [300; 'relu']; [108; 'relu']],mse,adam,13,1569423226,3,0.6607142857142857
