layerset,loss,optimizer,epoch,seed,layer(LAST),correct
[[200; 'relu']; [150; 'relu']; [150; 'relu']; [150; 'linear']],mse,adam,25,422772012,4,0.696969696969697
[[200; 'relu']; [150; 'relu']; [150; 'relu']; [150; 'linear']],mse,adam,25,3173181887,4,0.6818181818181818
[[200; 'relu']; [150; 'relu']; [150; 'relu']; [150; 'linear']],mse,adam,25,3060114385,4,0.7727272727272727
[[200; 'relu']; [150; 'relu']; [150; 'relu']; [150; 'linear']],mse,adam,25,1153507767,4,0.7575757575757576
[[200; 'relu']; [150; 'relu']; [150; 'relu']; [150; 'linear']],mse,adam,25,1403725480,4,0.696969696969697
[[200; 'relu']; [150; 'relu']; [150; 'relu']; [150; 'linear']],mse,adam,25,797074335,4,0.6818181818181818
[[200; 'relu']; [150; 'relu']; [150; 'relu']; [150; 'linear']],mse,adam,25,1319649265,4,0.7272727272727273
[[200; 'relu']; [150; 'relu']; [150; 'relu']; [150; 'linear']],mse,adam,25,1844909646,4,0.6818181818181818
[[200; 'relu']; [150; 'relu']; [150; 'relu']; [150; 'linear']],mse,adam,25,3034069451,4,0.696969696969697
[[200; 'relu']; [150; 'relu']; [150; 'linear']; [200; 'relu']],mse,adam,25,1032959152,4,0.7272727272727273
[[200; 'relu']; [150; 'relu']; [150; 'linear']; [200; 'relu']],mse,adam,25,765133919,4,0.7575757575757576
[[200; 'relu']; [150; 'relu']; [150; 'linear']; [200; 'relu']],mse,adam,25,2709234959,4,0.7575757575757576
[[200; 'relu']; [150; 'relu']; [150; 'linear']; [200; 'relu']],mse,adam,25,1387801337,4,0.7424242424242424
[[200; 'relu']; [150; 'relu']; [150; 'linear']; [200; 'relu']],mse,adam,25,2701364988,4,0.696969696969697
[[200; 'relu']; [150; 'relu']; [150; 'linear']; [200; 'relu']],mse,adam,25,3280780944,4,0.696969696969697
[[200; 'relu']; [150; 'relu']; [150; 'linear']; [200; 'relu']],mse,adam,25,3331665684,4,0.7121212121212122
[[200; 'relu']; [150; 'relu']; [150; 'linear']; [200; 'relu']],mse,adam,25,2373415574,4,0.6818181818181818
[[200; 'relu']; [150; 'relu']; [150; 'linear']; [200; 'relu']],mse,adam,25,109758171,4,0.7878787878787878
[[200; 'relu']; [150; 'relu']; [150; 'linear']; [200; 'relu']],mse,adam,25,3174718138,4,0.7575757575757576
[[200; 'relu']; [150; 'relu']; [150; 'linear']; [200; 'linear']],mse,adam,25,2618022207,4,0.6515151515151515
[[200; 'relu']; [150; 'relu']; [150; 'linear']; [200; 'linear']],mse,adam,25,4208159630,4,0.8484848484848485
[[200; 'relu']; [150; 'relu']; [150; 'linear']; [200; 'linear']],mse,adam,25,302771829,4,0.7121212121212122
[[200; 'relu']; [150; 'relu']; [150; 'linear']; [200; 'linear']],mse,adam,25,3382337073,4,0.7272727272727273
[[200; 'relu']; [150; 'relu']; [150; 'linear']; [200; 'linear']],mse,adam,25,21949040,4,0.7575757575757576
[[200; 'relu']; [150; 'relu']; [150; 'linear']; [200; 'linear']],mse,adam,25,2428364009,4,0.6515151515151515
[[200; 'relu']; [150; 'relu']; [150; 'linear']; [200; 'linear']],mse,adam,25,563420010,4,0.6818181818181818
[[200; 'relu']; [150; 'relu']; [150; 'linear']; [200; 'linear']],mse,adam,25,2946491570,4,0.696969696969697
[[200; 'relu']; [150; 'relu']; [150; 'linear']; [200; 'linear']],mse,adam,25,1499983001,4,0.6363636363636364
[[200; 'relu']; [150; 'relu']; [150; 'linear']; [200; 'linear']],mse,adam,25,3370036675,4,0.6818181818181818
[[200; 'relu']; [150; 'relu']; [150; 'linear']; [150; 'relu']],mse,adam,25,1018684947,4,0.7272727272727273
[[200; 'relu']; [150; 'relu']; [150; 'linear']; [150; 'relu']],mse,adam,25,128944238,4,0.696969696969697
[[200; 'relu']; [150; 'relu']; [150; 'linear']; [150; 'relu']],mse,adam,25,2149786588,4,0.7272727272727273
[[200; 'relu']; [150; 'relu']; [150; 'linear']; [150; 'relu']],mse,adam,25,3675192715,4,0.696969696969697
[[200; 'relu']; [150; 'relu']; [150; 'linear']; [150; 'relu']],mse,adam,25,3480207874,4,0.6818181818181818
[[200; 'relu']; [150; 'relu']; [150; 'linear']; [150; 'relu']],mse,adam,25,131908295,4,0.6515151515151515
[[200; 'relu']; [150; 'relu']; [150; 'linear']; [150; 'relu']],mse,adam,25,1755344725,4,0.7121212121212122
[[200; 'relu']; [150; 'relu']; [150; 'linear']; [150; 'relu']],mse,adam,25,1576312781,4,0.7424242424242424
[[200; 'relu']; [150; 'relu']; [150; 'linear']; [150; 'relu']],mse,adam,25,3949589004,4,0.696969696969697
[[200; 'relu']; [150; 'relu']; [150; 'linear']; [150; 'relu']],mse,adam,25,2607976730,4,0.696969696969697
[[200; 'relu']; [150; 'relu']; [150; 'linear']; [150; 'linear']],mse,adam,25,3176061933,4,0.6060606060606061
[[200; 'relu']; [150; 'relu']; [150; 'linear']; [150; 'linear']],mse,adam,25,3298535428,4,0.7121212121212122
[[200; 'relu']; [150; 'relu']; [150; 'linear']; [150; 'linear']],mse,adam,25,4258502646,4,0.7121212121212122
[[200; 'relu']; [150; 'relu']; [150; 'linear']; [150; 'linear']],mse,adam,25,1504309910,4,0.6818181818181818
[[200; 'relu']; [150; 'relu']; [150; 'linear']; [150; 'linear']],mse,adam,25,1387446702,4,0.6666666666666666
[[200; 'relu']; [150; 'relu']; [150; 'linear']; [150; 'linear']],mse,adam,25,337275076,4,0.6515151515151515
[[200; 'relu']; [150; 'relu']; [150; 'linear']; [150; 'linear']],mse,adam,25,998068004,4,0.696969696969697
[[200; 'relu']; [150; 'relu']; [150; 'linear']; [150; 'linear']],mse,adam,25,4186851377,4,0.6515151515151515
[[200; 'relu']; [150; 'relu']; [150; 'linear']; [150; 'linear']],mse,adam,25,330985683,4,0.6818181818181818
[[200; 'relu']; [150; 'relu']; [150; 'linear']; [150; 'linear']],mse,adam,25,223239049,4,0.6363636363636364
[[200; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'relu']],mse,adam,25,613049508,4,0.696969696969697
[[200; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'relu']],mse,adam,25,1298874037,4,0.6212121212121212
[[200; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'relu']],mse,adam,25,3215781568,4,0.696969696969697
[[200; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'relu']],mse,adam,25,427504503,4,0.803030303030303
[[200; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'relu']],mse,adam,25,3581012026,4,0.6818181818181818
[[200; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'relu']],mse,adam,25,3752932431,4,0.6666666666666666
[[200; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'relu']],mse,adam,25,572976058,4,0.6515151515151515
[[200; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'relu']],mse,adam,25,2685290746,4,0.6515151515151515
[[200; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'relu']],mse,adam,25,1064362667,4,0.7424242424242424
[[200; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'relu']],mse,adam,25,29679265,4,0.7121212121212122
[[200; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'linear']],mse,adam,25,1359285087,4,0.7424242424242424
[[200; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'linear']],mse,adam,25,3592581718,4,0.696969696969697
[[200; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'linear']],mse,adam,25,1191281905,4,0.7424242424242424
[[200; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'linear']],mse,adam,25,200071524,4,0.6212121212121212
[[200; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'linear']],mse,adam,25,94941564,4,0.6363636363636364
[[200; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'linear']],mse,adam,25,3714658013,4,0.696969696969697
[[200; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'linear']],mse,adam,25,1020416946,4,0.6666666666666666
[[200; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'linear']],mse,adam,25,1276778452,4,0.8636363636363636
[[200; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'linear']],mse,adam,25,3696539082,4,0.7575757575757576
[[200; 'relu']; [150; 'linear']; [200; 'relu']; [200; 'linear']],mse,adam,25,454547135,4,0.7878787878787878
[[200; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'relu']],mse,adam,25,444836915,4,0.6515151515151515
[[200; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'relu']],mse,adam,25,1000797453,4,0.7272727272727273
[[200; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'relu']],mse,adam,25,1369243574,4,0.7121212121212122
[[200; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'relu']],mse,adam,25,3458752437,4,0.7878787878787878
[[200; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'relu']],mse,adam,25,3977752908,4,0.696969696969697
[[200; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'relu']],mse,adam,25,3185471355,4,0.7575757575757576
[[200; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'relu']],mse,adam,25,2683307320,4,0.6818181818181818
[[200; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'relu']],mse,adam,25,1832556391,4,0.6666666666666666
[[200; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'relu']],mse,adam,25,3637506104,4,0.6818181818181818
[[200; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'relu']],mse,adam,25,3173732425,4,0.7121212121212122
[[200; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'linear']],mse,adam,25,3304609145,4,0.7424242424242424
[[200; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'linear']],mse,adam,25,1562162751,4,0.7424242424242424
[[200; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'linear']],mse,adam,25,2225570774,4,0.696969696969697
[[200; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'linear']],mse,adam,25,3607326882,4,0.6515151515151515
[[200; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'linear']],mse,adam,25,3848178979,4,0.6666666666666666
[[200; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'linear']],mse,adam,25,843915459,4,0.6666666666666666
[[200; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'linear']],mse,adam,25,3030918362,4,0.6060606060606061
[[200; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'linear']],mse,adam,25,217696682,4,0.7121212121212122
[[200; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'linear']],mse,adam,25,3439002156,4,0.7424242424242424
[[200; 'relu']; [150; 'linear']; [200; 'relu']; [150; 'linear']],mse,adam,25,3139921624,4,0.7121212121212122
[[200; 'relu']; [150; 'linear']; [200; 'linear']; [200; 'relu']],mse,adam,25,1918722,4,0.6818181818181818
[[200; 'relu']; [150; 'linear']; [200; 'linear']; [200; 'relu']],mse,adam,25,1417386746,4,0.6363636363636364
[[200; 'relu']; [150; 'linear']; [200; 'linear']; [200; 'relu']],mse,adam,25,197984026,4,0.7272727272727273
[[200; 'relu']; [150; 'linear']; [200; 'linear']; [200; 'relu']],mse,adam,25,915778819,4,0.7575757575757576
[[200; 'relu']; [150; 'linear']; [200; 'linear']; [200; 'relu']],mse,adam,25,600709212,4,0.7727272727272727
[[200; 'relu']; [150; 'linear']; [200; 'linear']; [200; 'relu']],mse,adam,25,3884764516,4,0.6818181818181818
[[200; 'relu']; [150; 'linear']; [200; 'linear']; [200; 'relu']],mse,adam,25,62372313,4,0.6666666666666666
[[200; 'relu']; [150; 'linear']; [200; 'linear']; [200; 'relu']],mse,adam,25,3143434807,4,0.6666666666666666
[[200; 'relu']; [150; 'linear']; [200; 'linear']; [200; 'relu']],mse,adam,25,4152320913,4,0.696969696969697
[[200; 'relu']; [150; 'linear']; [200; 'linear']; [200; 'relu']],mse,adam,25,4045256630,4,0.696969696969697
[[200; 'relu']; [150; 'linear']; [200; 'linear']; [200; 'linear']],mse,adam,25,4116454322,4,0.696969696969697
[[200; 'relu']; [150; 'linear']; [200; 'linear']; [200; 'linear']],mse,adam,25,2590033740,4,0.6515151515151515
[[200; 'relu']; [150; 'linear']; [200; 'linear']; [200; 'linear']],mse,adam,25,1613079378,4,0.6818181818181818
[[200; 'relu']; [150; 'linear']; [200; 'linear']; [200; 'linear']],mse,adam,25,835540369,4,0.7121212121212122
[[200; 'relu']; [150; 'linear']; [200; 'linear']; [200; 'linear']],mse,adam,25,1357916834,4,0.6212121212121212
[[200; 'relu']; [150; 'linear']; [200; 'linear']; [200; 'linear']],mse,adam,25,2085786551,4,0.6666666666666666
[[200; 'relu']; [150; 'linear']; [200; 'linear']; [200; 'linear']],mse,adam,25,3964398623,4,0.6818181818181818
[[200; 'relu']; [150; 'linear']; [200; 'linear']; [200; 'linear']],mse,adam,25,2476839153,4,0.5757575757575758
[[200; 'relu']; [150; 'linear']; [200; 'linear']; [200; 'linear']],mse,adam,25,333250780,4,0.6818181818181818
[[200; 'relu']; [150; 'linear']; [200; 'linear']; [200; 'linear']],mse,adam,25,2428446427,4,0.696969696969697
[[200; 'relu']; [150; 'linear']; [200; 'linear']; [150; 'relu']],mse,adam,25,3510065713,4,0.7121212121212122
[[200; 'relu']; [150; 'linear']; [200; 'linear']; [150; 'relu']],mse,adam,25,52235574,4,0.696969696969697
[[200; 'relu']; [150; 'linear']; [200; 'linear']; [150; 'relu']],mse,adam,25,920894451,4,0.6212121212121212
[[200; 'relu']; [150; 'linear']; [200; 'linear']; [150; 'relu']],mse,adam,25,1323032781,4,0.7424242424242424
[[200; 'relu']; [150; 'linear']; [200; 'linear']; [150; 'relu']],mse,adam,25,2449047601,4,0.7121212121212122
[[200; 'relu']; [150; 'linear']; [200; 'linear']; [150; 'relu']],mse,adam,25,2775753889,4,0.696969696969697
[[200; 'relu']; [150; 'linear']; [200; 'linear']; [150; 'relu']],mse,adam,25,1606784160,4,0.696969696969697
[[200; 'relu']; [150; 'linear']; [200; 'linear']; [150; 'relu']],mse,adam,25,3861966890,4,0.7878787878787878
[[200; 'relu']; [150; 'linear']; [200; 'linear']; [150; 'relu']],mse,adam,25,4167041387,4,0.6666666666666666
[[200; 'relu']; [150; 'linear']; [200; 'linear']; [150; 'relu']],mse,adam,25,3453398944,4,0.696969696969697
[[200; 'relu']; [150; 'linear']; [200; 'linear']; [150; 'linear']],mse,adam,25,548409077,4,0.6818181818181818
[[200; 'relu']; [150; 'linear']; [200; 'linear']; [150; 'linear']],mse,adam,25,3282486532,4,0.696969696969697
[[200; 'relu']; [150; 'linear']; [200; 'linear']; [150; 'linear']],mse,adam,25,2072060726,4,0.7272727272727273
[[200; 'relu']; [150; 'linear']; [200; 'linear']; [150; 'linear']],mse,adam,25,3050593927,4,0.6363636363636364
[[200; 'relu']; [150; 'linear']; [200; 'linear']; [150; 'linear']],mse,adam,25,226220229,4,0.7121212121212122
[[200; 'relu']; [150; 'linear']; [200; 'linear']; [150; 'linear']],mse,adam,25,4065407377,4,0.7272727272727273
[[200; 'relu']; [150; 'linear']; [200; 'linear']; [150; 'linear']],mse,adam,25,666125555,4,0.696969696969697
[[200; 'relu']; [150; 'linear']; [200; 'linear']; [150; 'linear']],mse,adam,25,3521489869,4,0.7575757575757576
[[200; 'relu']; [150; 'linear']; [200; 'linear']; [150; 'linear']],mse,adam,25,1511506075,4,0.7878787878787878
[[200; 'relu']; [150; 'linear']; [200; 'linear']; [150; 'linear']],mse,adam,25,3581432968,4,0.6212121212121212
[[200; 'relu']; [150; 'linear']; [150; 'relu']; [200; 'relu']],mse,adam,25,3808614919,4,0.7121212121212122
[[200; 'relu']; [150; 'linear']; [150; 'relu']; [200; 'relu']],mse,adam,25,2339285327,4,0.6666666666666666
[[200; 'relu']; [150; 'linear']; [150; 'relu']; [200; 'relu']],mse,adam,25,3289988304,4,0.6666666666666666
[[200; 'relu']; [150; 'linear']; [150; 'relu']; [200; 'relu']],mse,adam,25,723002114,4,0.7272727272727273
[[200; 'relu']; [150; 'linear']; [150; 'relu']; [200; 'relu']],mse,adam,25,2051014593,4,0.7424242424242424
[[200; 'relu']; [150; 'linear']; [150; 'relu']; [200; 'relu']],mse,adam,25,794432777,4,0.7272727272727273
[[200; 'relu']; [150; 'linear']; [150; 'relu']; [200; 'relu']],mse,adam,25,2453043154,4,0.696969696969697
[[200; 'relu']; [150; 'linear']; [150; 'relu']; [200; 'relu']],mse,adam,25,4142371016,4,0.696969696969697
[[200; 'relu']; [150; 'linear']; [150; 'relu']; [200; 'relu']],mse,adam,25,2727105302,4,0.7272727272727273
[[200; 'relu']; [150; 'linear']; [150; 'relu']; [200; 'relu']],mse,adam,25,2899892543,4,0.6818181818181818
[[200; 'relu']; [150; 'linear']; [150; 'relu']; [200; 'linear']],mse,adam,25,76547781,4,0.696969696969697
[[200; 'relu']; [150; 'linear']; [150; 'relu']; [200; 'linear']],mse,adam,25,2817540825,4,0.6060606060606061
[[200; 'relu']; [150; 'linear']; [150; 'relu']; [200; 'linear']],mse,adam,25,1390165613,4,0.6818181818181818
[[200; 'relu']; [150; 'linear']; [150; 'relu']; [200; 'linear']],mse,adam,25,2523662281,4,0.7727272727272727
[[200; 'relu']; [150; 'linear']; [150; 'relu']; [200; 'linear']],mse,adam,25,3083181244,4,0.6363636363636364
[[200; 'relu']; [150; 'linear']; [150; 'relu']; [200; 'linear']],mse,adam,25,2679893096,4,0.6666666666666666
[[200; 'relu']; [150; 'linear']; [150; 'relu']; [200; 'linear']],mse,adam,25,4173049163,4,0.6363636363636364
[[200; 'relu']; [150; 'linear']; [150; 'relu']; [200; 'linear']],mse,adam,25,2594990998,4,0.696969696969697
[[200; 'relu']; [150; 'linear']; [150; 'relu']; [200; 'linear']],mse,adam,25,3202847541,4,0.696969696969697
[[200; 'relu']; [150; 'linear']; [150; 'relu']; [200; 'linear']],mse,adam,25,3823613680,4,0.6666666666666666
[[200; 'relu']; [150; 'linear']; [150; 'relu']; [150; 'relu']],mse,adam,25,2028715788,4,0.5909090909090909
[[200; 'relu']; [150; 'linear']; [150; 'relu']; [150; 'relu']],mse,adam,25,2648644538,4,0.6363636363636364
[[200; 'relu']; [150; 'linear']; [150; 'relu']; [150; 'relu']],mse,adam,25,135957476,4,0.7121212121212122
[[200; 'relu']; [150; 'linear']; [150; 'relu']; [150; 'relu']],mse,adam,25,347755865,4,0.7727272727272727
[[200; 'relu']; [150; 'linear']; [150; 'relu']; [150; 'relu']],mse,adam,25,248406501,4,0.6515151515151515
[[200; 'relu']; [150; 'linear']; [150; 'relu']; [150; 'relu']],mse,adam,25,2022784580,4,0.6818181818181818
[[200; 'relu']; [150; 'linear']; [150; 'relu']; [150; 'relu']],mse,adam,25,1733072691,4,0.7727272727272727
[[200; 'relu']; [150; 'linear']; [150; 'relu']; [150; 'relu']],mse,adam,25,252839420,4,0.7272727272727273
[[200; 'relu']; [150; 'linear']; [150; 'relu']; [150; 'relu']],mse,adam,25,3554790982,4,0.7272727272727273
[[200; 'relu']; [150; 'linear']; [150; 'relu']; [150; 'relu']],mse,adam,25,637196082,4,0.7424242424242424
[[200; 'relu']; [150; 'linear']; [150; 'relu']; [150; 'linear']],mse,adam,25,1020715621,4,0.7121212121212122
[[200; 'relu']; [150; 'linear']; [150; 'relu']; [150; 'linear']],mse,adam,25,964458467,4,0.7121212121212122
[[200; 'relu']; [150; 'linear']; [150; 'relu']; [150; 'linear']],mse,adam,25,2867624524,4,0.7424242424242424
[[200; 'relu']; [150; 'linear']; [150; 'relu']; [150; 'linear']],mse,adam,25,2000136488,4,0.7727272727272727
[[200; 'relu']; [150; 'linear']; [150; 'relu']; [150; 'linear']],mse,adam,25,865493346,4,0.6212121212121212
[[200; 'relu']; [150; 'linear']; [150; 'relu']; [150; 'linear']],mse,adam,25,2563959621,4,0.7575757575757576
[[200; 'relu']; [150; 'linear']; [150; 'relu']; [150; 'linear']],mse,adam,25,1021434250,4,0.6666666666666666
[[200; 'relu']; [150; 'linear']; [150; 'relu']; [150; 'linear']],mse,adam,25,3727638538,4,0.696969696969697
[[200; 'relu']; [150; 'linear']; [150; 'relu']; [150; 'linear']],mse,adam,25,2934683067,4,0.6363636363636364
[[200; 'relu']; [150; 'linear']; [150; 'relu']; [150; 'linear']],mse,adam,25,2212671730,4,0.6515151515151515
[[200; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'relu']],mse,adam,25,2693433214,4,0.7424242424242424
[[200; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'relu']],mse,adam,25,3731143194,4,0.7121212121212122
[[200; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'relu']],mse,adam,25,450622638,4,0.6666666666666666
[[200; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'relu']],mse,adam,25,1287145530,4,0.7727272727272727
[[200; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'relu']],mse,adam,25,2629007176,4,0.6212121212121212
[[200; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'relu']],mse,adam,25,2704349150,4,0.7272727272727273
[[200; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'relu']],mse,adam,25,3088624802,4,0.696969696969697
[[200; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'relu']],mse,adam,25,2399746409,4,0.6818181818181818
[[200; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'relu']],mse,adam,25,1559056250,4,0.5757575757575758
[[200; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'relu']],mse,adam,25,1814938471,4,0.696969696969697
[[200; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'linear']],mse,adam,25,4135039717,4,0.696969696969697
[[200; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'linear']],mse,adam,25,4086542036,4,0.696969696969697
[[200; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'linear']],mse,adam,25,2112886383,4,0.696969696969697
[[200; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'linear']],mse,adam,25,252495298,4,0.696969696969697
[[200; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'linear']],mse,adam,25,2829023456,4,0.7575757575757576
[[200; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'linear']],mse,adam,25,283808539,4,0.7121212121212122
[[200; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'linear']],mse,adam,25,4188156261,4,0.696969696969697
[[200; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'linear']],mse,adam,25,1929089102,4,0.7121212121212122
[[200; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'linear']],mse,adam,25,4031912660,4,0.6666666666666666
[[200; 'relu']; [150; 'linear']; [150; 'linear']; [200; 'linear']],mse,adam,25,1834967930,4,0.6818181818181818
[[200; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'relu']],mse,adam,25,3483081801,4,0.7272727272727273
[[200; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'relu']],mse,adam,25,4047618559,4,0.6818181818181818
[[200; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'relu']],mse,adam,25,3113880197,4,0.7424242424242424
[[200; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'relu']],mse,adam,25,3856067884,4,0.7272727272727273
[[200; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'relu']],mse,adam,25,3181155889,4,0.7575757575757576
[[200; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'relu']],mse,adam,25,1347594480,4,0.7272727272727273
[[200; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'relu']],mse,adam,25,2505449613,4,0.7727272727272727
[[200; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'relu']],mse,adam,25,4104398659,4,0.7878787878787878
[[200; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'relu']],mse,adam,25,3377204755,4,0.7121212121212122
[[200; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'relu']],mse,adam,25,1792050196,4,0.6666666666666666
[[200; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'linear']],mse,adam,25,415682203,4,0.6666666666666666
[[200; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'linear']],mse,adam,25,24687387,4,0.7272727272727273
[[200; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'linear']],mse,adam,25,1367600193,4,0.6818181818181818
[[200; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'linear']],mse,adam,25,3112186963,4,0.6515151515151515
[[200; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'linear']],mse,adam,25,236944084,4,0.6818181818181818
[[200; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'linear']],mse,adam,25,2132956470,4,0.6818181818181818
[[200; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'linear']],mse,adam,25,1812513635,4,0.7121212121212122
[[200; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'linear']],mse,adam,25,3311252438,4,0.6363636363636364
[[200; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'linear']],mse,adam,25,487100737,4,0.7121212121212122
[[200; 'relu']; [150; 'linear']; [150; 'linear']; [150; 'linear']],mse,adam,25,3193623424,4,0.6666666666666666
[[200; 'linear']; [200; 'relu']; [200; 'relu']; [200; 'relu']],mse,adam,25,1315403379,4,0.7121212121212122
[[200; 'linear']; [200; 'relu']; [200; 'relu']; [200; 'relu']],mse,adam,25,3281241322,4,0.6818181818181818
[[200; 'linear']; [200; 'relu']; [200; 'relu']; [200; 'relu']],mse,adam,25,182729733,4,0.7121212121212122
[[200; 'linear']; [200; 'relu']; [200; 'relu']; [200; 'relu']],mse,adam,25,221288633,4,0.8181818181818182
[[200; 'linear']; [200; 'relu']; [200; 'relu']; [200; 'relu']],mse,adam,25,4213708165,4,0.6666666666666666
[[200; 'linear']; [200; 'relu']; [200; 'relu']; [200; 'relu']],mse,adam,25,3524363759,4,0.7424242424242424
[[200; 'linear']; [200; 'relu']; [200; 'relu']; [200; 'relu']],mse,adam,25,2219489198,4,0.696969696969697
[[200; 'linear']; [200; 'relu']; [200; 'relu']; [200; 'relu']],mse,adam,25,1346800180,4,0.7424242424242424
[[200; 'linear']; [200; 'relu']; [200; 'relu']; [200; 'relu']],mse,adam,25,3224971965,4,0.6212121212121212
[[200; 'linear']; [200; 'relu']; [200; 'relu']; [200; 'relu']],mse,adam,25,3666464733,4,0.7424242424242424
[[200; 'linear']; [200; 'relu']; [200; 'relu']; [200; 'linear']],mse,adam,25,915720480,4,0.7121212121212122
[[200; 'linear']; [200; 'relu']; [200; 'relu']; [200; 'linear']],mse,adam,25,598594569,4,0.696969696969697
[[200; 'linear']; [200; 'relu']; [200; 'relu']; [200; 'linear']],mse,adam,25,1028449038,4,0.6818181818181818
[[200; 'linear']; [200; 'relu']; [200; 'relu']; [200; 'linear']],mse,adam,25,3522162332,4,0.7424242424242424
[[200; 'linear']; [200; 'relu']; [200; 'relu']; [200; 'linear']],mse,adam,25,697336673,4,0.7424242424242424
[[200; 'linear']; [200; 'relu']; [200; 'relu']; [200; 'linear']],mse,adam,25,2024791089,4,0.7272727272727273
[[200; 'linear']; [200; 'relu']; [200; 'relu']; [200; 'linear']],mse,adam,25,843327151,4,0.7424242424242424
[[200; 'linear']; [200; 'relu']; [200; 'relu']; [200; 'linear']],mse,adam,25,3766585506,4,0.6212121212121212
[[200; 'linear']; [200; 'relu']; [200; 'relu']; [200; 'linear']],mse,adam,25,1104356024,4,0.7727272727272727
[[200; 'linear']; [200; 'relu']; [200; 'relu']; [200; 'linear']],mse,adam,25,1454440629,4,0.7575757575757576
[[200; 'linear']; [200; 'relu']; [200; 'relu']; [150; 'relu']],mse,adam,25,579062279,4,0.5909090909090909
