layerset,loss,optimizer,epoch,seed,layer(LAST),correct
[[200; 'relu']; [200; 'relu']; [200; 'linear']; [200; 'linear']],mse,adam,25,1466204734,4,0.696969696969697
[[200; 'relu']; [200; 'relu']; [200; 'linear']; [200; 'linear']],mse,adam,25,2650732898,4,0.6818181818181818
[[200; 'relu']; [200; 'relu']; [200; 'linear']; [200; 'linear']],mse,adam,25,955313979,4,0.7575757575757576
[[200; 'relu']; [200; 'relu']; [200; 'linear']; [200; 'linear']],mse,adam,25,3045313995,4,0.6363636363636364
[[200; 'relu']; [200; 'relu']; [200; 'linear']; [200; 'linear']],mse,adam,25,2697063151,4,0.696969696969697
[[200; 'relu']; [200; 'relu']; [200; 'linear']; [200; 'linear']],mse,adam,25,294579734,4,0.6818181818181818
[[200; 'relu']; [200; 'relu']; [200; 'linear']; [200; 'linear']],mse,adam,25,3295576689,4,0.6666666666666666
[[200; 'relu']; [200; 'relu']; [200; 'linear']; [200; 'linear']],mse,adam,25,3457656802,4,0.6212121212121212
[[200; 'relu']; [200; 'relu']; [200; 'linear']; [150; 'relu']],mse,adam,25,2367459340,4,0.6666666666666666
[[200; 'relu']; [200; 'relu']; [200; 'linear']; [150; 'relu']],mse,adam,25,895333129,4,0.696969696969697
[[200; 'relu']; [200; 'relu']; [200; 'linear']; [150; 'relu']],mse,adam,25,3265903338,4,0.6666666666666666
[[200; 'relu']; [200; 'relu']; [200; 'linear']; [150; 'relu']],mse,adam,25,512641209,4,0.7272727272727273
[[200; 'relu']; [200; 'relu']; [200; 'linear']; [150; 'relu']],mse,adam,25,2168733313,4,0.803030303030303
[[200; 'relu']; [200; 'relu']; [200; 'linear']; [150; 'relu']],mse,adam,25,1975266293,4,0.7878787878787878
[[200; 'relu']; [200; 'relu']; [200; 'linear']; [150; 'relu']],mse,adam,25,3740396789,4,0.6515151515151515
[[200; 'relu']; [200; 'relu']; [200; 'linear']; [150; 'relu']],mse,adam,25,1524662553,4,0.7121212121212122
[[200; 'relu']; [200; 'relu']; [200; 'linear']; [150; 'relu']],mse,adam,25,3321195667,4,0.6818181818181818
[[200; 'relu']; [200; 'relu']; [200; 'linear']; [150; 'relu']],mse,adam,25,72646941,4,0.6818181818181818
[[200; 'relu']; [200; 'relu']; [200; 'linear']; [150; 'linear']],mse,adam,25,3200419103,4,0.7727272727272727
[[200; 'relu']; [200; 'relu']; [200; 'linear']; [150; 'linear']],mse,adam,25,2429811820,4,0.6363636363636364
[[200; 'relu']; [200; 'relu']; [200; 'linear']; [150; 'linear']],mse,adam,25,416295425,4,0.7272727272727273
[[200; 'relu']; [200; 'relu']; [200; 'linear']; [150; 'linear']],mse,adam,25,3226483764,4,0.7878787878787878
[[200; 'relu']; [200; 'relu']; [200; 'linear']; [150; 'linear']],mse,adam,25,2809847956,4,0.6818181818181818
[[200; 'relu']; [200; 'relu']; [200; 'linear']; [150; 'linear']],mse,adam,25,3335901386,4,0.7575757575757576
[[200; 'relu']; [200; 'relu']; [200; 'linear']; [150; 'linear']],mse,adam,25,3650479148,4,0.7424242424242424
[[200; 'relu']; [200; 'relu']; [200; 'linear']; [150; 'linear']],mse,adam,25,2673125826,4,0.6818181818181818
[[200; 'relu']; [200; 'relu']; [200; 'linear']; [150; 'linear']],mse,adam,25,3912123393,4,0.6818181818181818
[[200; 'relu']; [200; 'relu']; [200; 'linear']; [150; 'linear']],mse,adam,25,3006944634,4,0.6212121212121212
[[200; 'relu']; [200; 'relu']; [150; 'relu']; [200; 'relu']],mse,adam,25,3657828016,4,0.696969696969697
[[200; 'relu']; [200; 'relu']; [150; 'relu']; [200; 'relu']],mse,adam,25,2936895512,4,0.6818181818181818
[[200; 'relu']; [200; 'relu']; [150; 'relu']; [200; 'relu']],mse,adam,25,2399488128,4,0.7878787878787878
[[200; 'relu']; [200; 'relu']; [150; 'relu']; [200; 'relu']],mse,adam,25,4074198768,4,0.7272727272727273
[[200; 'relu']; [200; 'relu']; [150; 'relu']; [200; 'relu']],mse,adam,25,3601288305,4,0.7272727272727273
[[200; 'relu']; [200; 'relu']; [150; 'relu']; [200; 'relu']],mse,adam,25,3299480296,4,0.7424242424242424
[[200; 'relu']; [200; 'relu']; [150; 'relu']; [200; 'relu']],mse,adam,25,325177595,4,0.6515151515151515
[[200; 'relu']; [200; 'relu']; [150; 'relu']; [200; 'relu']],mse,adam,25,4040484873,4,0.7727272727272727
[[200; 'relu']; [200; 'relu']; [150; 'relu']; [200; 'relu']],mse,adam,25,3279464208,4,0.7121212121212122
[[200; 'relu']; [200; 'relu']; [150; 'relu']; [200; 'relu']],mse,adam,25,4112250929,4,0.7121212121212122
[[200; 'relu']; [200; 'relu']; [150; 'relu']; [200; 'linear']],mse,adam,25,2819106844,4,0.7424242424242424
[[200; 'relu']; [200; 'relu']; [150; 'relu']; [200; 'linear']],mse,adam,25,263560073,4,0.7121212121212122
[[200; 'relu']; [200; 'relu']; [150; 'relu']; [200; 'linear']],mse,adam,25,1321737544,4,0.7424242424242424
[[200; 'relu']; [200; 'relu']; [150; 'relu']; [200; 'linear']],mse,adam,25,735396004,4,0.6818181818181818
[[200; 'relu']; [200; 'relu']; [150; 'relu']; [200; 'linear']],mse,adam,25,3180875745,4,0.6515151515151515
[[200; 'relu']; [200; 'relu']; [150; 'relu']; [200; 'linear']],mse,adam,25,3122012994,4,0.7121212121212122
[[200; 'relu']; [200; 'relu']; [150; 'relu']; [200; 'linear']],mse,adam,25,3271031510,4,0.7272727272727273
[[200; 'relu']; [200; 'relu']; [150; 'relu']; [200; 'linear']],mse,adam,25,1340272856,4,0.7121212121212122
[[200; 'relu']; [200; 'relu']; [150; 'relu']; [200; 'linear']],mse,adam,25,620427678,4,0.7575757575757576
[[200; 'relu']; [200; 'relu']; [150; 'relu']; [200; 'linear']],mse,adam,25,3517157709,4,0.7575757575757576
[[200; 'relu']; [200; 'relu']; [150; 'relu']; [150; 'relu']],mse,adam,25,1401521502,4,0.7272727272727273
[[200; 'relu']; [200; 'relu']; [150; 'relu']; [150; 'relu']],mse,adam,25,2070528676,4,0.7121212121212122
[[200; 'relu']; [200; 'relu']; [150; 'relu']; [150; 'relu']],mse,adam,25,2498550176,4,0.7424242424242424
[[200; 'relu']; [200; 'relu']; [150; 'relu']; [150; 'relu']],mse,adam,25,3769338183,4,0.7272727272727273
[[200; 'relu']; [200; 'relu']; [150; 'relu']; [150; 'relu']],mse,adam,25,3521028723,4,0.7121212121212122
[[200; 'relu']; [200; 'relu']; [150; 'relu']; [150; 'relu']],mse,adam,25,668998585,4,0.696969696969697
[[200; 'relu']; [200; 'relu']; [150; 'relu']; [150; 'relu']],mse,adam,25,321981856,4,0.696969696969697
[[200; 'relu']; [200; 'relu']; [150; 'relu']; [150; 'relu']],mse,adam,25,2395305277,4,0.696969696969697
[[200; 'relu']; [200; 'relu']; [150; 'relu']; [150; 'relu']],mse,adam,25,240000957,4,0.696969696969697
[[200; 'relu']; [200; 'relu']; [150; 'relu']; [150; 'relu']],mse,adam,25,2611251016,4,0.6818181818181818
[[200; 'relu']; [200; 'relu']; [150; 'relu']; [150; 'linear']],mse,adam,25,3982186117,4,0.6818181818181818
[[200; 'relu']; [200; 'relu']; [150; 'relu']; [150; 'linear']],mse,adam,25,3538988493,4,0.7121212121212122
[[200; 'relu']; [200; 'relu']; [150; 'relu']; [150; 'linear']],mse,adam,25,1169459136,4,0.7424242424242424
[[200; 'relu']; [200; 'relu']; [150; 'relu']; [150; 'linear']],mse,adam,25,2125498738,4,0.7272727272727273
[[200; 'relu']; [200; 'relu']; [150; 'relu']; [150; 'linear']],mse,adam,25,3871264107,4,0.803030303030303
[[200; 'relu']; [200; 'relu']; [150; 'relu']; [150; 'linear']],mse,adam,25,1543656408,4,0.6666666666666666
[[200; 'relu']; [200; 'relu']; [150; 'relu']; [150; 'linear']],mse,adam,25,2480804702,4,0.6363636363636364
[[200; 'relu']; [200; 'relu']; [150; 'relu']; [150; 'linear']],mse,adam,25,591104510,4,0.6515151515151515
[[200; 'relu']; [200; 'relu']; [150; 'relu']; [150; 'linear']],mse,adam,25,4113878444,4,0.6515151515151515
[[200; 'relu']; [200; 'relu']; [150; 'relu']; [150; 'linear']],mse,adam,25,2155495647,4,0.7272727272727273
[[200; 'relu']; [200; 'relu']; [150; 'linear']; [200; 'relu']],mse,adam,25,1731818767,4,0.696969696969697
[[200; 'relu']; [200; 'relu']; [150; 'linear']; [200; 'relu']],mse,adam,25,2557021099,4,0.6515151515151515
[[200; 'relu']; [200; 'relu']; [150; 'linear']; [200; 'relu']],mse,adam,25,3435556552,4,0.7424242424242424
[[200; 'relu']; [200; 'relu']; [150; 'linear']; [200; 'relu']],mse,adam,25,319657319,4,0.7272727272727273
[[200; 'relu']; [200; 'relu']; [150; 'linear']; [200; 'relu']],mse,adam,25,4147700738,4,0.6818181818181818
[[200; 'relu']; [200; 'relu']; [150; 'linear']; [200; 'relu']],mse,adam,25,1293383604,4,0.6666666666666666
[[200; 'relu']; [200; 'relu']; [150; 'linear']; [200; 'relu']],mse,adam,25,3472387819,4,0.6818181818181818
[[200; 'relu']; [200; 'relu']; [150; 'linear']; [200; 'relu']],mse,adam,25,2370342543,4,0.7121212121212122
[[200; 'relu']; [200; 'relu']; [150; 'linear']; [200; 'relu']],mse,adam,25,2974430828,4,0.7272727272727273
[[200; 'relu']; [200; 'relu']; [150; 'linear']; [200; 'relu']],mse,adam,25,1177153811,4,0.7575757575757576
[[200; 'relu']; [200; 'relu']; [150; 'linear']; [200; 'linear']],mse,adam,25,3997683992,4,0.6818181818181818
[[200; 'relu']; [200; 'relu']; [150; 'linear']; [200; 'linear']],mse,adam,25,2961312151,4,0.6363636363636364
[[200; 'relu']; [200; 'relu']; [150; 'linear']; [200; 'linear']],mse,adam,25,1032432180,4,0.803030303030303
[[200; 'relu']; [200; 'relu']; [150; 'linear']; [200; 'linear']],mse,adam,25,1326787071,4,0.7424242424242424
[[200; 'relu']; [200; 'relu']; [150; 'linear']; [200; 'linear']],mse,adam,25,2008088829,4,0.6515151515151515
[[200; 'relu']; [200; 'relu']; [150; 'linear']; [200; 'linear']],mse,adam,25,3550493974,4,0.6515151515151515
[[200; 'relu']; [200; 'relu']; [150; 'linear']; [200; 'linear']],mse,adam,25,383903938,4,0.7878787878787878
[[200; 'relu']; [200; 'relu']; [150; 'linear']; [200; 'linear']],mse,adam,25,3308799040,4,0.7121212121212122
[[200; 'relu']; [200; 'relu']; [150; 'linear']; [200; 'linear']],mse,adam,25,1289389792,4,0.7575757575757576
[[200; 'relu']; [200; 'relu']; [150; 'linear']; [200; 'linear']],mse,adam,25,195101101,4,0.6515151515151515
[[200; 'relu']; [200; 'relu']; [150; 'linear']; [150; 'relu']],mse,adam,25,1459020464,4,0.7575757575757576
[[200; 'relu']; [200; 'relu']; [150; 'linear']; [150; 'relu']],mse,adam,25,184271234,4,0.696969696969697
[[200; 'relu']; [200; 'relu']; [150; 'linear']; [150; 'relu']],mse,adam,25,2839550410,4,0.7727272727272727
[[200; 'relu']; [200; 'relu']; [150; 'linear']; [150; 'relu']],mse,adam,25,1832005864,4,0.696969696969697
[[200; 'relu']; [200; 'relu']; [150; 'linear']; [150; 'relu']],mse,adam,25,770038832,4,0.7424242424242424
[[200; 'relu']; [200; 'relu']; [150; 'linear']; [150; 'relu']],mse,adam,25,4584663,4,0.7121212121212122
[[200; 'relu']; [200; 'relu']; [150; 'linear']; [150; 'relu']],mse,adam,25,3677190258,4,0.6818181818181818
[[200; 'relu']; [200; 'relu']; [150; 'linear']; [150; 'relu']],mse,adam,25,1710936692,4,0.6666666666666666
[[200; 'relu']; [200; 'relu']; [150; 'linear']; [150; 'relu']],mse,adam,25,228136240,4,0.6363636363636364
[[200; 'relu']; [200; 'relu']; [150; 'linear']; [150; 'relu']],mse,adam,25,3314272265,4,0.6060606060606061
[[200; 'relu']; [200; 'relu']; [150; 'linear']; [150; 'linear']],mse,adam,25,2959225978,4,0.7727272727272727
[[200; 'relu']; [200; 'relu']; [150; 'linear']; [150; 'linear']],mse,adam,25,1969901745,4,0.6818181818181818
[[200; 'relu']; [200; 'relu']; [150; 'linear']; [150; 'linear']],mse,adam,25,997671360,4,0.7424242424242424
[[200; 'relu']; [200; 'relu']; [150; 'linear']; [150; 'linear']],mse,adam,25,3158136404,4,0.7121212121212122
[[200; 'relu']; [200; 'relu']; [150; 'linear']; [150; 'linear']],mse,adam,25,2413338829,4,0.6363636363636364
[[200; 'relu']; [200; 'relu']; [150; 'linear']; [150; 'linear']],mse,adam,25,3654558359,4,0.7121212121212122
[[200; 'relu']; [200; 'relu']; [150; 'linear']; [150; 'linear']],mse,adam,25,1489606701,4,0.7272727272727273
[[200; 'relu']; [200; 'relu']; [150; 'linear']; [150; 'linear']],mse,adam,25,2049077291,4,0.5909090909090909
[[200; 'relu']; [200; 'relu']; [150; 'linear']; [150; 'linear']],mse,adam,25,3254738434,4,0.6515151515151515
[[200; 'relu']; [200; 'relu']; [150; 'linear']; [150; 'linear']],mse,adam,25,1022084394,4,0.7121212121212122
[[200; 'relu']; [200; 'linear']; [200; 'relu']; [200; 'relu']],mse,adam,25,507342838,4,0.6363636363636364
[[200; 'relu']; [200; 'linear']; [200; 'relu']; [200; 'relu']],mse,adam,25,2851083262,4,0.7878787878787878
[[200; 'relu']; [200; 'linear']; [200; 'relu']; [200; 'relu']],mse,adam,25,1660073641,4,0.6818181818181818
[[200; 'relu']; [200; 'linear']; [200; 'relu']; [200; 'relu']],mse,adam,25,814884412,4,0.6666666666666666
[[200; 'relu']; [200; 'linear']; [200; 'relu']; [200; 'relu']],mse,adam,25,458898602,4,0.8181818181818182
[[200; 'relu']; [200; 'linear']; [200; 'relu']; [200; 'relu']],mse,adam,25,3050498696,4,0.5606060606060606
[[200; 'relu']; [200; 'linear']; [200; 'relu']; [200; 'relu']],mse,adam,25,1709078505,4,0.8333333333333334
[[200; 'relu']; [200; 'linear']; [200; 'relu']; [200; 'relu']],mse,adam,25,2951744794,4,0.7121212121212122
[[200; 'relu']; [200; 'linear']; [200; 'relu']; [200; 'relu']],mse,adam,25,2729963206,4,0.7575757575757576
[[200; 'relu']; [200; 'linear']; [200; 'relu']; [200; 'relu']],mse,adam,25,1437385309,4,0.6060606060606061
[[200; 'relu']; [200; 'linear']; [200; 'relu']; [200; 'linear']],mse,adam,25,3118590722,4,0.696969696969697
[[200; 'relu']; [200; 'linear']; [200; 'relu']; [200; 'linear']],mse,adam,25,1898024205,4,0.7424242424242424
[[200; 'relu']; [200; 'linear']; [200; 'relu']; [200; 'linear']],mse,adam,25,4193168885,4,0.7727272727272727
[[200; 'relu']; [200; 'linear']; [200; 'relu']; [200; 'linear']],mse,adam,25,3166747762,4,0.6060606060606061
[[200; 'relu']; [200; 'linear']; [200; 'relu']; [200; 'linear']],mse,adam,25,2699216937,4,0.7272727272727273
[[200; 'relu']; [200; 'linear']; [200; 'relu']; [200; 'linear']],mse,adam,25,222732648,4,0.6818181818181818
[[200; 'relu']; [200; 'linear']; [200; 'relu']; [200; 'linear']],mse,adam,25,900549548,4,0.803030303030303
[[200; 'relu']; [200; 'linear']; [200; 'relu']; [200; 'linear']],mse,adam,25,3704980027,4,0.7424242424242424
[[200; 'relu']; [200; 'linear']; [200; 'relu']; [200; 'linear']],mse,adam,25,2309211204,4,0.6666666666666666
[[200; 'relu']; [200; 'linear']; [200; 'relu']; [200; 'linear']],mse,adam,25,4021894379,4,0.7575757575757576
[[200; 'relu']; [200; 'linear']; [200; 'relu']; [150; 'relu']],mse,adam,25,2840474084,4,0.7272727272727273
[[200; 'relu']; [200; 'linear']; [200; 'relu']; [150; 'relu']],mse,adam,25,2339139486,4,0.7272727272727273
[[200; 'relu']; [200; 'linear']; [200; 'relu']; [150; 'relu']],mse,adam,25,2053590346,4,0.6818181818181818
[[200; 'relu']; [200; 'linear']; [200; 'relu']; [150; 'relu']],mse,adam,25,3077884595,4,0.6060606060606061
[[200; 'relu']; [200; 'linear']; [200; 'relu']; [150; 'relu']],mse,adam,25,3005203403,4,0.7878787878787878
[[200; 'relu']; [200; 'linear']; [200; 'relu']; [150; 'relu']],mse,adam,25,1372003656,4,0.6515151515151515
[[200; 'relu']; [200; 'linear']; [200; 'relu']; [150; 'relu']],mse,adam,25,256898515,4,0.6666666666666666
[[200; 'relu']; [200; 'linear']; [200; 'relu']; [150; 'relu']],mse,adam,25,3666636034,4,0.7272727272727273
[[200; 'relu']; [200; 'linear']; [200; 'relu']; [150; 'relu']],mse,adam,25,937328629,4,0.6363636363636364
[[200; 'relu']; [200; 'linear']; [200; 'relu']; [150; 'relu']],mse,adam,25,1594194097,4,0.696969696969697
[[200; 'relu']; [200; 'linear']; [200; 'relu']; [150; 'linear']],mse,adam,25,1681306160,4,0.7424242424242424
[[200; 'relu']; [200; 'linear']; [200; 'relu']; [150; 'linear']],mse,adam,25,3820969139,4,0.696969696969697
[[200; 'relu']; [200; 'linear']; [200; 'relu']; [150; 'linear']],mse,adam,25,2271720278,4,0.6212121212121212
[[200; 'relu']; [200; 'linear']; [200; 'relu']; [150; 'linear']],mse,adam,25,2272361395,4,0.6515151515151515
[[200; 'relu']; [200; 'linear']; [200; 'relu']; [150; 'linear']],mse,adam,25,4056394409,4,0.6818181818181818
[[200; 'relu']; [200; 'linear']; [200; 'relu']; [150; 'linear']],mse,adam,25,1639173619,4,0.6212121212121212
[[200; 'relu']; [200; 'linear']; [200; 'relu']; [150; 'linear']],mse,adam,25,2193858811,4,0.696969696969697
[[200; 'relu']; [200; 'linear']; [200; 'relu']; [150; 'linear']],mse,adam,25,3256519300,4,0.7424242424242424
[[200; 'relu']; [200; 'linear']; [200; 'relu']; [150; 'linear']],mse,adam,25,1540976666,4,0.6666666666666666
[[200; 'relu']; [200; 'linear']; [200; 'relu']; [150; 'linear']],mse,adam,25,3265287149,4,0.6666666666666666
[[200; 'relu']; [200; 'linear']; [200; 'linear']; [200; 'relu']],mse,adam,25,1063106414,4,0.6515151515151515
[[200; 'relu']; [200; 'linear']; [200; 'linear']; [200; 'relu']],mse,adam,25,3762348508,4,0.6666666666666666
[[200; 'relu']; [200; 'linear']; [200; 'linear']; [200; 'relu']],mse,adam,25,340026788,4,0.696969696969697
[[200; 'relu']; [200; 'linear']; [200; 'linear']; [200; 'relu']],mse,adam,25,4055479313,4,0.6666666666666666
[[200; 'relu']; [200; 'linear']; [200; 'linear']; [200; 'relu']],mse,adam,25,3218618676,4,0.6666666666666666
[[200; 'relu']; [200; 'linear']; [200; 'linear']; [200; 'relu']],mse,adam,25,2769710256,4,0.6515151515151515
[[200; 'relu']; [200; 'linear']; [200; 'linear']; [200; 'relu']],mse,adam,25,3516734290,4,0.6666666666666666
[[200; 'relu']; [200; 'linear']; [200; 'linear']; [200; 'relu']],mse,adam,25,2577077140,4,0.7121212121212122
[[200; 'relu']; [200; 'linear']; [200; 'linear']; [200; 'relu']],mse,adam,25,2459095710,4,0.6818181818181818
[[200; 'relu']; [200; 'linear']; [200; 'linear']; [200; 'relu']],mse,adam,25,2783897464,4,0.6060606060606061
[[200; 'relu']; [200; 'linear']; [200; 'linear']; [200; 'linear']],mse,adam,25,1646464158,4,0.6363636363636364
[[200; 'relu']; [200; 'linear']; [200; 'linear']; [200; 'linear']],mse,adam,25,3439151230,4,0.6515151515151515
[[200; 'relu']; [200; 'linear']; [200; 'linear']; [200; 'linear']],mse,adam,25,2228221493,4,0.7272727272727273
[[200; 'relu']; [200; 'linear']; [200; 'linear']; [200; 'linear']],mse,adam,25,2741368643,4,0.6515151515151515
[[200; 'relu']; [200; 'linear']; [200; 'linear']; [200; 'linear']],mse,adam,25,1679067629,4,0.696969696969697
[[200; 'relu']; [200; 'linear']; [200; 'linear']; [200; 'linear']],mse,adam,25,845590843,4,0.5606060606060606
[[200; 'relu']; [200; 'linear']; [200; 'linear']; [200; 'linear']],mse,adam,25,2120132558,4,0.7121212121212122
[[200; 'relu']; [200; 'linear']; [200; 'linear']; [200; 'linear']],mse,adam,25,4161308245,4,0.6818181818181818
[[200; 'relu']; [200; 'linear']; [200; 'linear']; [200; 'linear']],mse,adam,25,2099659287,4,0.6515151515151515
[[200; 'relu']; [200; 'linear']; [200; 'linear']; [200; 'linear']],mse,adam,25,1434723014,4,0.6818181818181818
[[200; 'relu']; [200; 'linear']; [200; 'linear']; [150; 'relu']],mse,adam,25,936325952,4,0.6818181818181818
[[200; 'relu']; [200; 'linear']; [200; 'linear']; [150; 'relu']],mse,adam,25,4046029783,4,0.803030303030303
[[200; 'relu']; [200; 'linear']; [200; 'linear']; [150; 'relu']],mse,adam,25,3922017156,4,0.7272727272727273
[[200; 'relu']; [200; 'linear']; [200; 'linear']; [150; 'relu']],mse,adam,25,1214614739,4,0.6515151515151515
[[200; 'relu']; [200; 'linear']; [200; 'linear']; [150; 'relu']],mse,adam,25,232814765,4,0.7272727272727273
[[200; 'relu']; [200; 'linear']; [200; 'linear']; [150; 'relu']],mse,adam,25,3434226669,4,0.7575757575757576
[[200; 'relu']; [200; 'linear']; [200; 'linear']; [150; 'relu']],mse,adam,25,495242355,4,0.6060606060606061
[[200; 'relu']; [200; 'linear']; [200; 'linear']; [150; 'relu']],mse,adam,25,648969152,4,0.7272727272727273
